datetimeLocal,CO,NO2,O3,PM10,PM2.5,SO2
2021-02-06 18:15:00+05:30,1000.0,74.7,32.5,163.0,58.0,6.9
2021-02-06 18:45:00+05:30,1300.0,84.1,15.6,178.0,69.0,7.9
2021-02-06 22:15:00+05:30,1600.0,68.9,11.3,272.0,133.0,15.7
2021-02-06 22:30:00+05:30,1700.0,63.3,10.6,272.0,133.0,15.9
2021-02-06 23:30:00+05:30,1200.0,68.1,10.3,269.0,143.0,13.6
2021-02-07 01:15:00+05:30,1000.0,50.7,,226.0,145.0,12.5
2021-02-07 02:30:00+05:30,,,10.8,233.0,164.0,
2021-02-07 04:45:00+05:30,,46.4,10.1,305.0,232.0,13.9
2021-02-07 05:00:00+05:30,1000.0,48.3,10.5,305.0,232.0,13.4
2021-02-07 06:00:00+05:30,1100.0,45.5,11.7,289.0,212.0,14.3
2021-02-07 10:15:00+05:30,900.0,40.6,41.7,333.0,186.0,21.1
2021-02-07 10:30:00+05:30,900.0,35.6,50.7,333.0,186.0,21.9
2021-02-07 10:45:00+05:30,,44.2,54.9,309.0,195.0,22.0
2021-02-07 11:15:00+05:30,700.0,37.6,75.9,309.0,195.0,21.4
2021-02-07 11:30:00+05:30,700.0,42.7,79.2,309.0,195.0,21.9
2021-02-07 13:45:00+05:30,400.0,32.6,98.7,197.0,83.0,18.0
2021-02-07 14:00:00+05:30,400.0,31.1,98.7,197.0,83.0,17.5
2021-02-07 14:45:00+05:30,400.0,35.0,102.1,320.0,105.0,16.5
2021-02-07 15:15:00+05:30,400.0,28.2,100.1,320.0,105.0,16.9
2021-02-07 16:15:00+05:30,500.0,25.5,104.1,183.0,81.0,14.5
2021-02-07 17:15:00+05:30,600.0,36.9,82.4,178.0,78.0,13.2
2021-02-07 17:45:00+05:30,900.0,60.4,58.6,263.0,96.0,13.9
2021-02-07 18:45:00+05:30,1900.0,88.2,9.2,359.0,107.0,13.7
2021-02-07 19:15:00+05:30,2600.0,100.2,7.2,359.0,107.0,14.8
2021-02-07 19:45:00+05:30,3800.0,99.6,7.1,566.0,138.0,
2021-02-07 20:15:00+05:30,4900.0,104.0,9.0,566.0,138.0,20.1
2021-02-07 20:45:00+05:30,5700.0,92.6,15.9,840.0,204.0,19.3
2021-02-07 21:15:00+05:30,4800.0,78.7,25.7,840.0,204.0,19.9
2021-02-07 21:45:00+05:30,4200.0,72.8,15.9,753.0,327.0,18.0
2021-02-07 22:45:00+05:30,,60.4,14.4,561.0,246.0,18.7
2021-02-08 00:30:00+05:30,3700.0,40.3,13.3,460.0,232.0,18.6
2021-02-08 01:00:00+05:30,3700.0,42.0,,389.0,241.0,19.0
2021-02-08 01:30:00+05:30,2500.0,52.2,,389.0,241.0,18.0
2021-02-08 02:30:00+05:30,,,9.4,365.0,249.0,
2021-02-08 03:00:00+05:30,1600.0,48.4,9.0,282.0,210.0,16.0
2021-02-08 04:45:00+05:30,,51.3,7.6,233.0,173.0,12.2
2021-02-08 05:00:00+05:30,800.0,50.7,8.1,233.0,173.0,12.6
2021-02-08 05:15:00+05:30,1100.0,53.0,8.0,233.0,173.0,12.5
2021-02-08 05:45:00+05:30,1000.0,50.3,7.8,271.0,204.0,13.1
2021-02-08 06:15:00+05:30,1200.0,49.2,8.0,271.0,204.0,13.1
2021-02-08 06:30:00+05:30,1300.0,60.3,8.5,271.0,204.0,13.7
2021-02-08 07:00:00+05:30,1300.0,61.2,7.4,310.0,215.0,14.8
2021-02-08 07:30:00+05:30,1500.0,62.1,6.8,310.0,215.0,13.1
2021-02-08 08:15:00+05:30,1200.0,71.5,6.9,324.0,174.0,13.9
2021-02-08 10:30:00+05:30,800.0,61.1,40.4,641.0,168.0,15.6
2021-02-08 11:15:00+05:30,700.0,56.5,63.4,342.0,158.0,16.0
2021-02-08 11:30:00+05:30,500.0,34.7,85.2,342.0,158.0,16.7
2021-02-08 11:45:00+05:30,500.0,34.2,90.1,245.0,105.0,
2021-02-08 12:45:00+05:30,500.0,25.6,107.7,239.0,101.0,16.6
2021-02-08 13:15:00+05:30,500.0,35.7,104.6,239.0,101.0,15.9
2021-02-08 13:30:00+05:30,500.0,34.1,97.4,239.0,101.0,15.6
2021-02-08 14:30:00+05:30,500.0,42.5,111.9,245.0,84.0,
2021-02-08 16:15:00+05:30,400.0,30.5,125.8,205.0,100.0,15.6
2021-02-08 16:30:00+05:30,500.0,32.8,122.2,205.0,100.0,15.9
2021-02-08 17:00:00+05:30,800.0,61.3,90.7,240.0,103.0,13.0
2021-02-08 17:15:00+05:30,900.0,81.1,67.5,240.0,103.0,11.9
2021-02-08 17:30:00+05:30,1300.0,83.2,57.2,240.0,103.0,11.5
2021-02-08 17:45:00+05:30,1100.0,102.1,39.2,398.0,112.0,10.6
2021-02-08 18:15:00+05:30,2200.0,129.4,9.0,398.0,112.0,4.7
2021-02-08 18:45:00+05:30,3500.0,122.0,7.2,534.0,127.0,3.6
2021-02-08 19:15:00+05:30,4400.0,116.4,6.9,534.0,127.0,4.3
2021-02-09 15:15:00+05:30,400.0,32.3,109.4,206.0,81.0,17.0
2021-02-09 15:30:00+05:30,500.0,36.9,99.0,206.0,81.0,18.1
2021-02-09 17:15:00+05:30,700.0,67.1,56.0,208.0,69.0,16.1
2021-02-09 18:30:00+05:30,,105.4,5.7,528.0,80.0,23.4
2021-02-09 19:30:00+05:30,,101.9,9.9,1195.0,168.0,25.0
2021-02-09 20:00:00+05:30,,85.7,11.7,1020.0,215.0,24.0
2021-02-09 20:30:00+05:30,,110.9,8.4,,,24.4
2021-02-09 21:00:00+05:30,4400.0,128.0,5.6,766.0,221.0,16.3
2021-02-09 21:15:00+05:30,4600.0,122.6,5.8,766.0,221.0,17.0
2021-02-10 10:45:00+05:30,,60.2,65.2,339.0,121.0,18.6
2021-02-10 11:30:00+05:30,700.0,50.3,83.3,339.0,121.0,17.9
2021-02-10 13:15:00+05:30,300.0,52.3,94.1,265.0,85.0,29.6
2021-02-10 15:00:00+05:30,300.0,28.2,119.1,196.0,55.0,17.5
2021-02-10 16:30:00+05:30,600.0,64.0,120.8,196.0,66.0,18.4
2021-02-10 21:00:00+05:30,4000.0,125.6,9.8,600.0,262.0,16.5
2021-02-10 22:00:00+05:30,4200.0,100.0,10.7,852.0,306.0,17.3
2021-02-11 05:30:00+05:30,1600.0,43.5,9.4,354.0,228.0,14.5
2021-02-11 05:45:00+05:30,1500.0,42.0,7.1,344.0,235.0,14.6
2021-02-11 07:00:00+05:30,1700.0,37.6,5.9,322.0,238.0,14.3
2021-02-11 13:45:00+05:30,1000.0,53.7,138.2,393.0,235.0,19.2
2021-02-11 16:30:00+05:30,600.0,46.8,82.6,327.0,163.0,17.8
2021-02-11 23:15:00+05:30,2200.0,95.2,6.6,488.0,283.0,16.6
2021-02-12 03:30:00+05:30,1300.0,61.0,5.4,332.0,224.0,15.8
2021-02-12 04:45:00+05:30,,52.9,5.8,371.0,266.0,12.7
2021-02-12 10:30:00+05:30,,,22.5,539.0,267.0,
2021-02-12 11:30:00+05:30,700.0,72.6,,464.0,290.0,14.0
2021-02-12 12:30:00+05:30,1100.0,65.4,86.7,432.0,237.0,22.9
2021-02-12 13:15:00+05:30,700.0,30.0,129.5,401.0,197.0,21.9
2021-02-12 13:30:00+05:30,800.0,38.8,129.1,401.0,197.0,22.1
2021-02-12 15:15:00+05:30,700.0,27.7,140.7,269.0,136.0,18.4
2021-02-12 19:15:00+05:30,6100.0,92.0,12.2,516.0,262.0,17.8
2021-02-12 20:15:00+05:30,8000.0,76.5,15.7,676.0,285.0,18.6
2021-02-12 20:45:00+05:30,7400.0,77.6,19.6,716.0,311.0,19.1
2021-02-12 21:30:00+05:30,9300.0,60.2,21.2,716.0,311.0,18.2
2021-02-12 23:15:00+05:30,6100.0,50.1,19.1,603.0,340.0,16.2
2021-02-13 00:15:00+05:30,4300.0,45.4,14.6,563.0,329.0,14.9
2021-02-13 03:00:00+05:30,1500.0,34.7,8.8,182.0,153.0,9.9
2021-02-13 03:15:00+05:30,1400.0,36.5,8.0,182.0,153.0,9.3
2021-02-13 03:30:00+05:30,1100.0,34.1,9.7,182.0,153.0,8.7
2021-02-13 04:30:00+05:30,800.0,25.4,19.9,178.0,129.0,7.8
2021-02-13 04:45:00+05:30,,26.6,20.4,157.0,118.0,7.8
2021-02-13 05:15:00+05:30,1000.0,26.4,21.5,157.0,118.0,8.2
2021-02-13 07:00:00+05:30,1000.0,40.6,18.0,239.0,139.0,7.9
2021-02-13 07:30:00+05:30,1000.0,39.9,21.2,239.0,139.0,7.3
2021-02-13 09:45:00+05:30,1300.0,82.2,20.1,291.0,145.0,11.8
2021-02-13 15:00:00+05:30,600.0,27.9,139.1,218.0,107.0,9.6
2021-02-13 16:45:00+05:30,,33.2,135.7,190.0,77.0,10.4
2021-02-14 02:30:00+05:30,,,9.3,390.0,223.0,
2021-02-14 03:45:00+05:30,3200.0,57.1,11.7,396.0,263.0,
2021-02-14 07:15:00+05:30,2700.0,54.1,11.2,449.0,321.0,13.5
2021-02-14 11:30:00+05:30,800.0,56.2,95.4,374.0,204.0,14.2
2021-02-14 12:00:00+05:30,600.0,52.1,96.3,328.0,136.0,12.9
2021-02-14 13:00:00+05:30,900.0,46.6,129.2,277.0,111.0,11.7
2021-02-14 18:15:00+05:30,5000.0,153.7,6.8,342.0,99.0,21.7
2021-02-14 18:30:00+05:30,6500.0,161.9,6.1,342.0,99.0,24.7
2021-02-14 19:45:00+05:30,7500.0,129.4,10.1,1367.0,239.0,
2021-02-14 20:45:00+05:30,7900.0,121.6,11.2,1305.0,323.0,18.2
2021-02-15 00:15:00+05:30,,84.0,7.2,526.0,202.0,13.7
2021-02-15 02:30:00+05:30,,,8.4,364.0,195.0,
2021-02-15 03:15:00+05:30,,60.1,8.1,348.0,206.0,10.7
2021-02-15 04:15:00+05:30,,56.8,8.0,339.0,224.0,10.9
2021-02-16 07:00:00+05:30,1300.0,62.2,0.9,313.0,200.0,12.0
2021-02-16 09:15:00+05:30,1900.0,93.6,1.0,504.0,283.0,19.2
2021-02-16 09:30:00+05:30,1700.0,93.3,1.1,504.0,283.0,20.0
2021-02-16 11:00:00+05:30,1100.0,62.1,1.3,385.0,191.0,20.2
2021-02-16 12:00:00+05:30,800.0,72.2,1.7,300.0,136.0,20.6
2021-02-16 14:15:00+05:30,700.0,37.9,0.7,218.0,88.0,17.9
2021-02-16 14:45:00+05:30,1100.0,61.7,1.2,261.0,107.0,18.5
2021-02-16 16:15:00+05:30,1000.0,38.0,1.2,306.0,122.0,19.5
2021-02-16 16:30:00+05:30,900.0,37.8,1.1,306.0,122.0,20.6
2021-02-16 18:30:00+05:30,1500.0,69.0,1.4,295.0,123.0,17.7
2021-02-16 19:15:00+05:30,2200.0,78.2,1.0,305.0,130.0,16.9
2021-02-16 21:30:00+05:30,4100.0,99.5,0.7,602.0,151.0,20.6
2021-02-16 22:15:00+05:30,3200.0,85.1,0.9,857.0,193.0,17.2
2021-02-16 23:15:00+05:30,2400.0,79.7,1.0,493.0,169.0,15.7
2021-02-17 05:45:00+05:30,1700.0,43.9,1.0,400.0,235.0,15.5
2021-02-17 13:45:00+05:30,500.0,,118.2,215.0,107.0,17.8
2021-02-17 14:00:00+05:30,600.0,,135.9,215.0,107.0,15.4
2021-02-17 18:15:00+05:30,1600.0,93.1,11.9,392.0,89.0,17.7
2021-02-18 03:15:00+05:30,2700.0,57.9,8.2,360.0,186.0,16.3
2021-02-18 12:15:00+05:30,900.0,83.4,86.2,350.0,173.0,16.4
2021-02-18 15:45:00+05:30,300.0,47.4,124.2,199.0,74.0,
2021-02-18 20:15:00+05:30,7500.0,136.1,8.7,809.0,179.0,23.3
2021-02-21 12:15:00+05:30,1400.0,44.5,92.0,,,20.2
2021-02-21 12:45:00+05:30,1300.0,35.4,116.4,,,24.6
2021-02-21 14:45:00+05:30,1200.0,42.3,117.3,288.0,108.0,21.7
2021-02-21 15:15:00+05:30,1100.0,31.5,126.0,288.0,108.0,20.3
2021-02-21 17:45:00+05:30,1000.0,77.3,55.0,311.0,83.0,15.3
2021-02-21 18:15:00+05:30,1100.0,74.3,40.3,311.0,83.0,14.7
2021-02-22 00:45:00+05:30,,71.0,7.5,506.0,268.0,13.6
2021-02-22 03:45:00+05:30,,61.1,4.5,252.0,160.0,
2021-02-22 05:15:00+05:30,,58.8,3.4,205.0,125.0,14.4
2021-02-22 05:45:00+05:30,,59.6,3.0,218.0,118.0,13.9
2021-02-22 11:30:00+05:30,1000.0,37.5,85.9,,,24.4
2021-02-22 12:00:00+05:30,1100.0,46.0,87.6,284.0,108.0,21.6
2021-02-22 13:00:00+05:30,900.0,31.1,98.7,289.0,97.0,21.4
2021-02-22 14:00:00+05:30,900.0,30.4,98.2,265.0,75.0,18.5
2021-02-22 14:15:00+05:30,800.0,30.2,93.8,265.0,75.0,17.1
2021-02-22 16:15:00+05:30,900.0,30.3,97.4,190.0,51.0,16.3
2021-02-22 17:15:00+05:30,600.0,48.0,75.5,213.0,66.0,16.3
2021-02-23 09:15:00+05:30,1500.0,88.1,6.7,610.0,172.0,21.9
2021-02-23 13:15:00+05:30,200.0,50.8,87.0,218.0,48.0,17.6
2021-02-23 17:00:00+05:30,500.0,64.4,71.3,202.0,42.0,24.9
2021-02-23 19:15:00+05:30,5500.0,107.0,4.4,1331.0,140.0,26.7
2021-02-23 19:30:00+05:30,6800.0,112.8,4.1,1331.0,140.0,26.6
2021-02-23 22:00:00+05:30,7200.0,98.6,7.4,1366.0,259.0,26.4
2021-02-24 14:45:00+05:30,200.0,31.9,105.8,240.0,53.0,20.6
2021-02-24 15:45:00+05:30,200.0,44.7,89.6,208.0,50.0,
2021-02-24 16:15:00+05:30,200.0,36.1,99.5,208.0,50.0,22.4
2021-02-24 17:00:00+05:30,400.0,44.5,78.8,239.0,58.0,19.7
2021-02-25 01:15:00+05:30,3100.0,86.0,,425.0,177.0,15.4
2021-02-25 06:15:00+05:30,3800.0,53.8,7.3,410.0,201.0,18.0
2021-02-25 06:45:00+05:30,3400.0,67.5,6.8,466.0,221.0,17.6
2021-02-25 07:00:00+05:30,3400.0,65.2,6.6,466.0,221.0,18.1
2021-02-25 10:00:00+05:30,500.0,69.9,16.0,544.0,196.0,26.0
2021-02-25 10:30:00+05:30,400.0,55.3,34.3,544.0,196.0,31.4
2021-02-26 00:30:00+05:30,1100.0,74.2,5.1,387.0,158.0,14.5
2021-02-26 01:45:00+05:30,700.0,61.7,4.8,311.0,175.0,18.6
2021-02-26 02:15:00+05:30,,,3.6,311.0,175.0,
2021-02-26 03:15:00+05:30,600.0,54.2,3.3,212.0,117.0,18.0
2021-02-26 07:00:00+05:30,900.0,52.9,3.0,254.0,84.0,10.3
2021-02-26 08:30:00+05:30,1000.0,65.8,5.5,337.0,105.0,17.6
2021-02-27 01:45:00+05:30,0.0,,,,,
2021-02-27 02:45:00+05:30,,57.6,5.5,169.0,36.0,15.7
2021-03-01 07:15:00+05:30,1400.0,65.9,4.0,317.0,125.0,14.0
2021-03-01 11:15:00+05:30,,,98.0,377.0,147.0,
2021-03-01 13:15:00+05:30,300.0,28.1,93.0,211.0,45.0,20.2
2021-03-02 00:15:00+05:30,500.0,54.0,27.8,173.0,68.0,17.4
2021-03-02 05:15:00+05:30,400.0,24.6,63.1,248.0,158.0,26.6
2021-03-02 05:45:00+05:30,400.0,42.7,49.3,173.0,84.0,
2021-03-02 07:15:00+05:30,700.0,47.0,37.9,201.0,86.0,22.8
2021-03-02 08:45:00+05:30,600.0,44.7,55.8,326.0,92.0,23.2
2021-03-02 14:15:00+05:30,300.0,24.6,109.2,404.0,36.0,16.7
2021-03-02 15:15:00+05:30,300.0,25.7,108.5,356.0,39.0,16.0
2021-03-02 16:15:00+05:30,300.0,26.8,102.5,265.0,31.0,17.6
2021-03-02 19:15:00+05:30,800.0,58.5,49.5,197.0,33.0,18.2
2021-03-02 20:15:00+05:30,900.0,74.5,24.4,153.0,40.0,19.0
2021-03-02 21:45:00+05:30,1800.0,76.5,5.3,344.0,84.0,19.9
2021-03-02 22:15:00+05:30,900.0,61.1,24.1,344.0,84.0,22.4
2021-03-02 23:15:00+05:30,400.0,48.7,51.6,238.0,89.0,24.0
2021-03-04 05:45:00+05:30,3700.0,82.9,6.0,374.0,136.0,17.7
2021-03-04 07:15:00+05:30,4200.0,91.7,9.2,475.0,153.0,18.5
2021-03-04 13:00:00+05:30,200.0,57.6,108.6,261.0,56.0,19.8
2021-03-04 21:30:00+05:30,4000.0,137.8,4.3,1009.0,207.0,
2021-03-04 23:15:00+05:30,2500.0,115.5,3.4,759.0,155.0,19.5
2021-03-05 00:00:00+05:30,2300.0,105.9,2.8,400.0,114.0,16.9
2021-03-05 01:30:00+05:30,2200.0,83.3,,332.0,121.0,14.4
2021-03-05 04:45:00+05:30,,71.8,4.3,392.0,197.0,13.3
2021-03-05 06:30:00+05:30,1500.0,61.1,3.6,438.0,244.0,15.2
2021-03-05 06:45:00+05:30,1600.0,61.2,3.8,649.0,429.0,16.8
2021-03-05 09:00:00+05:30,1000.0,55.9,13.2,864.0,401.0,37.6
2021-03-05 13:45:00+05:30,400.0,31.2,101.0,321.0,51.0,18.6
2021-03-05 16:30:00+05:30,300.0,31.8,91.0,269.0,38.0,15.0
2021-03-05 17:15:00+05:30,700.0,45.3,80.4,229.0,34.0,15.8
2021-03-05 18:15:00+05:30,900.0,63.1,51.0,200.0,35.0,17.2
2021-03-05 19:00:00+05:30,1200.0,52.6,41.0,219.0,46.0,18.1
2021-03-05 22:15:00+05:30,800.0,42.3,54.6,248.0,96.0,26.4
2021-03-06 00:15:00+05:30,500.0,38.3,60.5,205.0,78.0,17.2
2021-03-06 00:45:00+05:30,500.0,45.3,38.6,182.0,81.0,15.0
2021-03-06 01:15:00+05:30,800.0,62.7,,182.0,81.0,13.8
2021-03-06 01:30:00+05:30,700.0,61.4,,182.0,81.0,13.3
2021-03-06 02:30:00+05:30,,,14.6,218.0,,
2021-03-06 03:15:00+05:30,700.0,42.1,12.2,285.0,177.0,13.7
2021-03-06 05:30:00+05:30,700.0,52.1,7.7,295.0,191.0,22.0
2021-03-06 07:15:00+05:30,900.0,49.6,6.2,238.0,108.0,16.5
2021-03-06 10:45:00+05:30,,34.3,82.5,323.0,134.0,38.2
2021-03-06 11:30:00+05:30,500.0,44.5,90.6,323.0,134.0,39.6
2021-03-06 16:15:00+05:30,400.0,37.2,114.7,147.0,39.0,18.1
2021-03-06 18:15:00+05:30,2700.0,104.1,25.0,248.0,48.0,18.6
2021-03-06 18:45:00+05:30,2600.0,108.4,2.6,603.0,90.0,18.9
2021-03-06 19:15:00+05:30,5000.0,106.6,2.7,603.0,90.0,21.8
2021-03-06 19:30:00+05:30,4100.0,105.9,2.8,603.0,90.0,22.4
2021-03-06 21:00:00+05:30,6600.0,115.4,3.9,904.0,184.0,23.0
2021-03-06 21:30:00+05:30,7100.0,97.0,4.2,904.0,184.0,24.4
2021-03-06 23:45:00+05:30,2300.0,107.1,1.6,434.0,124.0,
2021-03-07 01:00:00+05:30,1100.0,89.9,,334.0,107.0,16.6
2021-03-07 02:30:00+05:30,,,1.7,265.0,100.0,
2021-03-07 03:00:00+05:30,900.0,69.1,1.7,232.0,97.0,13.7
2021-03-07 03:45:00+05:30,1500.0,90.6,2.3,205.0,97.0,
2021-03-07 04:00:00+05:30,1900.0,94.1,3.6,205.0,97.0,16.9
2021-03-07 04:30:00+05:30,2100.0,93.1,8.6,205.0,97.0,19.7
2021-03-07 05:30:00+05:30,2300.0,84.5,20.0,290.0,124.0,20.8
2021-03-07 06:15:00+05:30,2400.0,83.9,31.2,412.0,167.0,22.7
2021-03-07 08:15:00+05:30,1200.0,100.0,8.3,409.0,179.0,30.0
2021-03-07 11:00:00+05:30,600.0,46.7,95.8,285.0,95.0,29.1
2021-03-07 13:15:00+05:30,200.0,29.1,92.2,211.0,40.0,17.6
2021-03-07 13:45:00+05:30,200.0,39.8,92.3,218.0,42.0,19.0
2021-03-07 14:45:00+05:30,400.0,40.5,122.3,184.0,41.0,19.8
2021-03-07 15:30:00+05:30,400.0,44.2,116.4,184.0,41.0,21.1
2021-03-07 16:15:00+05:30,400.0,29.1,113.9,239.0,57.0,19.7
2021-03-07 23:45:00+05:30,700.0,48.0,44.3,234.0,85.0,
2021-03-08 03:00:00+05:30,500.0,51.2,33.7,163.0,64.0,12.4
2021-03-13 08:15:00+05:30,1100.0,37.6,2.9,481.0,161.0,4.6
2021-03-14 05:15:00+05:30,800.0,27.2,1.5,306.0,200.0,7.4
2021-03-16 10:30:00+05:30,800.0,25.8,21.8,701.0,237.0,27.9
2021-03-17 16:45:00+05:30,,16.4,45.1,351.0,69.0,10.5
2021-03-17 18:00:00+05:30,600.0,19.7,25.0,355.0,67.0,8.1
2021-03-17 18:15:00+05:30,500.0,18.6,28.6,355.0,67.0,8.1
2021-03-17 19:30:00+05:30,1400.0,42.2,5.2,411.0,74.0,7.8
2021-03-18 00:00:00+05:30,2700.0,36.5,1.4,609.0,135.0,8.1
2021-03-18 08:15:00+05:30,1500.0,33.2,1.6,708.0,250.0,8.9
2021-03-18 15:45:00+05:30,200.0,18.1,57.4,344.0,88.0,
2021-03-18 16:00:00+05:30,200.0,20.0,57.3,344.0,88.0,9.7
2021-03-18 17:30:00+05:30,500.0,16.5,39.6,361.0,77.0,10.5
2021-03-18 18:15:00+05:30,800.0,30.0,29.3,327.0,69.0,9.8
2021-03-18 21:15:00+05:30,4400.0,41.2,1.4,1201.0,188.0,10.4
2021-03-18 21:45:00+05:30,5000.0,42.9,1.6,864.0,179.0,11.0
2021-03-18 22:30:00+05:30,3700.0,40.3,1.0,864.0,179.0,9.3
2021-03-19 15:00:00+05:30,200.0,19.7,48.7,207.0,50.0,8.7
2021-03-19 18:30:00+05:30,800.0,26.2,21.8,240.0,63.0,8.2
2021-03-19 18:45:00+05:30,1000.0,32.2,21.4,269.0,58.0,8.0
2021-03-19 19:15:00+05:30,1600.0,48.4,5.2,269.0,58.0,7.9
2021-03-19 19:30:00+05:30,1800.0,48.6,1.6,269.0,58.0,7.9
2021-03-19 19:45:00+05:30,2400.0,48.3,1.2,384.0,70.0,
2021-03-20 03:00:00+05:30,900.0,30.0,0.5,299.0,128.0,9.4
2021-03-20 03:15:00+05:30,1000.0,31.2,0.6,299.0,128.0,10.1
2021-03-20 03:30:00+05:30,1000.0,31.1,0.4,299.0,128.0,11.2
2021-03-20 04:00:00+05:30,800.0,28.0,0.9,462.0,266.0,13.8
2021-03-20 06:15:00+05:30,700.0,25.9,1.2,266.0,128.0,9.1
2021-03-20 07:45:00+05:30,900.0,29.8,3.7,403.0,136.0,
2021-03-20 09:15:00+05:30,600.0,20.5,18.5,445.0,169.0,15.4
2021-03-20 09:45:00+05:30,500.0,19.3,24.5,503.0,130.0,15.6
2021-03-20 10:15:00+05:30,600.0,25.5,27.9,503.0,130.0,15.9
2021-03-20 12:15:00+05:30,400.0,18.9,48.5,263.0,70.0,11.7
2021-03-20 13:15:00+05:30,300.0,12.9,45.6,268.0,66.0,8.9
2021-03-21 11:15:00+05:30,500.0,25.6,43.7,279.0,56.0,8.2
2021-03-21 14:30:00+05:30,300.0,14.1,53.8,216.0,41.0,5.7
2021-03-21 20:30:00+05:30,1000.0,32.0,28.0,261.0,63.0,7.4
2021-03-21 21:15:00+05:30,1200.0,33.3,24.2,265.0,77.0,7.9
2021-03-21 23:00:00+05:30,1100.0,42.4,8.0,301.0,97.0,7.5
2021-03-22 00:15:00+05:30,1300.0,50.0,1.3,262.0,96.0,8.4
2021-03-22 00:30:00+05:30,1200.0,51.3,1.0,262.0,96.0,8.6
2021-03-22 01:15:00+05:30,1000.0,49.1,,267.0,92.0,8.2
2021-03-22 01:45:00+05:30,900.0,42.6,4.3,230.0,97.0,8.0
2021-03-22 02:15:00+05:30,,,20.6,230.0,97.0,
2021-03-22 02:45:00+05:30,600.0,18.9,26.4,407.0,92.0,9.0
2021-03-22 03:30:00+05:30,400.0,14.5,21.1,407.0,92.0,7.8
2021-03-22 04:15:00+05:30,400.0,17.0,16.9,202.0,55.0,7.8
2021-03-22 07:00:00+05:30,400.0,18.7,13.0,143.0,39.0,5.9
2021-03-22 08:30:00+05:30,500.0,24.2,12.7,186.0,44.0,6.1
2021-03-22 15:15:00+05:30,400.0,20.2,45.9,257.0,52.0,6.3
2021-03-22 16:30:00+05:30,500.0,,,,,
2021-03-22 16:45:00+05:30,,24.8,40.0,229.0,48.0,7.9
2021-03-22 18:30:00+05:30,900.0,42.9,13.0,299.0,57.0,6.9
2021-03-22 20:45:00+05:30,1500.0,46.0,11.1,440.0,96.0,7.0
2021-03-22 21:45:00+05:30,1200.0,43.7,7.0,399.0,84.0,7.6
2021-03-23 01:30:00+05:30,1100.0,41.4,,328.0,107.0,6.4
2021-03-23 05:45:00+05:30,500.0,31.6,1.4,256.0,78.0,8.3
2021-03-23 06:30:00+05:30,400.0,28.3,8.3,256.0,78.0,8.2
2021-03-23 07:15:00+05:30,500.0,24.1,5.4,206.0,62.0,8.0
2021-03-23 07:45:00+05:30,500.0,21.4,8.0,465.0,118.0,
2021-03-23 11:15:00+05:30,500.0,22.3,26.2,429.0,46.0,10.9
2021-03-23 14:30:00+05:30,300.0,17.5,19.7,343.0,40.0,6.2
2021-03-23 17:30:00+05:30,400.0,24.8,13.7,179.0,16.0,4.9
2021-03-23 23:15:00+05:30,800.0,35.2,0.5,279.0,39.0,4.9
2021-03-24 00:15:00+05:30,500.0,31.7,1.2,284.0,46.0,5.3
2021-03-24 01:30:00+05:30,400.0,31.5,,195.0,31.0,5.2
2021-03-24 06:30:00+05:30,700.0,24.6,0.5,163.0,45.0,4.4
2021-03-24 08:15:00+05:30,400.0,21.6,8.4,367.0,67.0,5.7
2021-03-24 09:00:00+05:30,1200.0,30.4,17.6,359.0,95.0,31.4
2021-03-24 10:45:00+05:30,,26.8,42.2,310.0,135.0,22.1
2021-03-24 19:30:00+05:30,600.0,18.8,27.6,213.0,35.0,9.5
2021-03-24 22:15:00+05:30,500.0,18.9,21.6,222.0,85.0,9.8
2021-03-25 01:15:00+05:30,300.0,14.1,,166.0,67.0,6.7
2021-03-25 04:45:00+05:30,,23.4,0.8,257.0,127.0,6.0
2021-03-25 05:15:00+05:30,600.0,21.6,1.8,257.0,127.0,5.9
2021-03-25 07:00:00+05:30,900.0,23.2,1.6,334.0,147.0,5.5
2021-03-25 08:15:00+05:30,900.0,24.2,4.2,410.0,194.0,10.1
2021-03-25 08:45:00+05:30,700.0,19.6,9.6,460.0,208.0,16.5
2021-03-25 10:15:00+05:30,400.0,19.2,23.2,338.0,113.0,15.8
2021-03-25 13:30:00+05:30,100.0,20.9,40.6,207.0,22.0,0.0
2021-03-25 16:30:00+05:30,100.0,15.8,33.7,175.0,27.0,6.9
2021-03-25 17:00:00+05:30,400.0,15.3,31.4,171.0,23.0,6.6
2021-03-25 21:30:00+05:30,1000.0,31.3,10.4,302.0,61.0,6.8
2021-03-25 22:15:00+05:30,600.0,23.6,18.9,233.0,58.0,6.7
2021-03-26 02:30:00+05:30,,,22.6,139.0,86.0,
2021-03-26 03:15:00+05:30,500.0,26.0,1.9,168.0,100.0,
2021-03-26 04:15:00+05:30,700.0,24.8,0.1,207.0,119.0,7.1
2021-03-26 04:45:00+05:30,,26.1,0.6,309.0,221.0,8.2
2021-03-26 05:00:00+05:30,800.0,26.3,1.0,309.0,221.0,10.0
2021-03-26 06:15:00+05:30,800.0,24.0,1.3,339.0,228.0,11.7
2021-03-26 07:15:00+05:30,1000.0,25.2,1.6,410.0,227.0,14.0
2021-03-26 09:15:00+05:30,700.0,21.1,16.9,543.0,204.0,25.0
2021-03-26 09:45:00+05:30,700.0,23.0,22.5,499.0,136.0,23.5
