datetimeLocal,CO,NO2,O3,PM10,PM2.5,SO2,hour,day,month,day_of_week,crop_burning,winter_inversion,diwali
2021-03-26 09:00:00+05:30,800.0,11.9,28.6,199.0,100.0,18.6,9,26,3,4,0,0,0
2021-03-26 10:00:00+05:30,600.0,8.100000000000001,39.15,211.0,103.0,13.25,10,26,3,4,0,0,0
2021-03-26 11:00:00+05:30,566.6666666666666,7.800000000000001,41.80833333333333,194.16666666666663,90.33333333333331,14.7425,11,26,3,4,0,0,0
2021-03-26 12:00:00+05:30,533.3333333333334,7.500000000000001,44.46666666666667,177.33333333333334,77.66666666666666,16.235,12,26,3,4,0,0,0
2021-03-26 13:00:00+05:30,500.0,7.200000000000001,47.125,160.5,65.0,17.7275,13,26,3,4,0,0,0
2021-03-26 14:00:00+05:30,466.6666666666667,6.9,49.78333333333333,143.66666666666669,52.33333333333333,19.22,14,26,3,4,0,0,0
2021-03-26 15:00:00+05:30,433.33333333333337,6.6,52.44166666666667,126.83333333333331,39.66666666666666,20.7125,15,26,3,4,0,0,0
2021-03-26 16:00:00+05:30,400.0,6.3,55.1,110.0,27.0,22.205,16,26,3,4,0,0,0
2021-03-26 17:00:00+05:30,471.4285714285714,8.303571428571427,51.425,135.0,43.57142857142857,23.6975,17,26,3,4,0,0,0
2021-03-26 18:00:00+05:30,542.8571428571429,10.307142857142855,47.75,160.0,60.142857142857146,25.19,18,26,3,4,0,0,0
2021-03-26 19:00:00+05:30,614.2857142857143,12.310714285714283,44.075,185.0,76.71428571428572,26.6825,19,26,3,4,0,0,0
2021-03-26 20:00:00+05:30,685.7142857142858,14.314285714285711,40.4,210.0,93.28571428571428,28.175,20,26,3,4,0,0,0
2021-03-26 21:00:00+05:30,757.1428571428571,16.31785714285714,36.725,235.0,109.85714285714286,29.6675,21,26,3,4,0,0,0
2021-03-26 22:00:00+05:30,828.5714285714287,18.32142857142857,33.05,260.0,126.42857142857144,31.16,22,26,3,4,0,0,0
2021-03-26 23:00:00+05:30,900.0,20.325,29.375,285.0,143.0,32.6525,23,26,3,4,0,0,0
2021-03-27 00:00:00+05:30,971.4285714285714,22.328571428571426,25.7,310.0,159.57142857142858,34.145,0,27,3,5,0,0,0
2021-03-27 01:00:00+05:30,1042.857142857143,24.332142857142856,22.025,335.0,176.14285714285714,35.6375,1,27,3,5,0,0,0
2021-03-27 02:00:00+05:30,1114.2857142857142,26.33571428571428,18.349999999999994,360.0,192.7142857142857,37.13,2,27,3,5,0,0,0
2021-03-27 03:00:00+05:30,1185.7142857142858,28.33928571428571,14.674999999999995,385.0,209.28571428571428,38.6225,3,27,3,5,0,0,0
2021-03-27 04:00:00+05:30,1257.142857142857,30.342857142857135,11.0,410.0,225.8571428571429,40.115,4,27,3,5,0,0,0
2021-03-27 05:00:00+05:30,1328.571428571429,32.34642857142857,7.324999999999996,435.0,242.42857142857144,41.6075,5,27,3,5,0,0,0
2021-03-27 06:00:00+05:30,1400.0,34.349999999999994,3.65,460.0,259.0,43.1,6,27,3,5,0,0,0
2021-03-27 07:00:00+05:30,1396.6789667896678,34.245018450184496,3.929520295202952,459.12546125461256,258.3357933579336,42.97011070110701,7,27,3,5,0,0,0
2021-03-27 08:00:00+05:30,1393.3579335793358,34.140036900369,4.2090405904059045,458.2509225092251,257.67158671586714,42.84022140221403,8,27,3,5,0,0,0
2021-03-27 09:00:00+05:30,1390.0369003690037,34.0350553505535,4.488560885608856,457.3763837638376,257.00738007380073,42.71033210332104,9,27,3,5,0,0,0
2021-03-27 10:00:00+05:30,1386.7158671586717,33.930073800738,4.768081180811809,456.5018450184502,256.3431734317344,42.580442804428046,10,27,3,5,0,0,0
2021-03-27 11:00:00+05:30,1383.3948339483395,33.8250922509225,5.04760147601476,455.62730627306274,255.6789667896679,42.450553505535055,11,27,3,5,0,0,0
2021-03-27 12:00:00+05:30,1380.073800738007,33.720110701107004,5.327121771217713,454.7527675276753,255.01476014760144,42.32066420664207,12,27,3,5,0,0,0
2021-03-27 13:00:00+05:30,1376.7527675276754,33.615129151291505,5.606642066420664,453.8782287822878,254.35055350553503,42.19077490774908,13,27,3,5,0,0,0
2021-03-27 14:00:00+05:30,1373.4317343173432,33.51014760147601,5.886162361623617,453.0036900369004,253.68634686346863,42.06088560885609,14,27,3,5,0,0,0
2021-03-27 15:00:00+05:30,1370.110701107011,33.40516605166051,6.165682656826569,452.1291512915129,253.02214022140225,41.9309963099631,15,27,3,5,0,0,0
2021-03-27 16:00:00+05:30,1366.789667896679,33.30018450184501,6.44520295202952,451.2546125461255,252.3579335793358,41.80110701107012,16,27,3,5,0,0,0
2021-03-27 17:00:00+05:30,1363.4686346863468,33.19520295202951,6.724723247232473,450.380073800738,251.69372693726936,41.671217712177125,17,27,3,5,0,0,0
2021-03-27 18:00:00+05:30,1360.1476014760149,33.09022140221402,7.004243542435425,449.50553505535055,251.02952029520296,41.54132841328413,18,27,3,5,0,0,0
2021-03-27 19:00:00+05:30,1356.826568265683,32.98523985239852,7.283763837638377,448.6309963099631,250.36531365313647,41.41143911439114,19,27,3,5,0,0,0
2021-03-27 20:00:00+05:30,1353.5055350553505,32.88025830258302,7.563284132841328,447.75645756457567,249.7011070110701,41.28154981549816,20,27,3,5,0,0,0
2021-03-27 21:00:00+05:30,1350.1845018450183,32.775276752767525,7.842804428044281,446.8819188191882,249.0369003690037,41.15166051660517,21,27,3,5,0,0,0
2021-03-27 22:00:00+05:30,1346.8634686346863,32.670295202952026,8.122324723247232,446.00738007380073,248.37269372693729,41.02177121771218,22,27,3,5,0,0,0
2021-03-27 23:00:00+05:30,1343.5424354243542,32.56531365313653,8.401845018450185,445.1328413284133,247.70848708487085,40.89188191881919,23,27,3,5,0,0,0
2021-03-28 00:00:00+05:30,1340.2214022140222,32.46033210332103,8.681365313653137,444.25830258302585,247.0442804428044,40.76199261992621,0,28,3,6,0,0,0
2021-03-28 01:00:00+05:30,1336.90036900369,32.35535055350553,8.960885608856088,443.3837638376384,246.380073800738,40.63210332103321,1,28,3,6,0,0,0
2021-03-28 02:00:00+05:30,1333.579335793358,32.25036900369003,9.240405904059042,442.5092250922509,245.7158671586716,40.50221402214022,2,28,3,6,0,0,0
2021-03-28 03:00:00+05:30,1330.258302583026,32.145387453874534,9.519926199261992,441.6346863468635,245.05166051660515,40.37232472324723,3,28,3,6,0,0,0
2021-03-28 04:00:00+05:30,1326.9372693726937,32.040405904059035,9.799446494464943,440.760147601476,244.38745387453875,40.24243542435425,4,28,3,6,0,0,0
2021-03-28 05:00:00+05:30,1323.6162361623617,31.935424354243537,10.078966789667897,439.8856088560885,243.72324723247232,40.11254612546126,5,28,3,6,0,0,0
2021-03-28 06:00:00+05:30,1320.2952029520295,31.83044280442804,10.358487084870848,439.0110701107011,243.0590405904059,39.98265682656827,6,28,3,6,0,0,0
2021-03-28 07:00:00+05:30,1316.974169741697,31.72546125461254,10.638007380073802,438.13653136531366,242.39483394833948,39.85276752767528,7,28,3,6,0,0,0
2021-03-28 08:00:00+05:30,1313.6531365313654,31.62047970479704,10.917527675276752,437.2619926199262,241.73062730627305,39.72287822878229,8,28,3,6,0,0,0
2021-03-28 09:00:00+05:30,1310.3321033210332,31.515498154981543,11.197047970479703,436.3874538745387,241.06642066420665,39.5929889298893,9,28,3,6,0,0,0
2021-03-28 10:00:00+05:30,1307.0110701107012,31.410516605166045,11.476568265682657,435.5129151291513,240.4022140221402,39.46309963099631,10,28,3,6,0,0,0
2021-03-28 11:00:00+05:30,1303.690036900369,31.305535055350543,11.756088560885608,434.63837638376384,239.7380073800738,39.33321033210332,11,28,3,6,0,0,0
2021-03-28 12:00:00+05:30,1300.3690036900368,31.20055350553505,12.035608856088562,433.7638376383764,239.07380073800735,39.20332103321034,12,28,3,6,0,0,0
2021-03-28 13:00:00+05:30,1297.0479704797049,31.095571955719556,12.315129151291512,432.8892988929889,238.40959409594092,39.07343173431735,13,28,3,6,0,0,0
2021-03-28 14:00:00+05:30,1293.726937269373,30.99059040590405,12.594649446494463,432.0147601476015,237.7453874538745,38.94354243542436,14,28,3,6,0,0,0
2021-03-28 15:00:00+05:30,1290.4059040590405,30.88560885608856,12.874169741697417,431.140221402214,237.0811808118081,38.81365313653136,15,28,3,6,0,0,0
2021-03-28 16:00:00+05:30,1287.0848708487083,30.780627306273058,13.15369003690037,430.2656826568266,236.4169741697417,38.68376383763838,16,28,3,6,0,0,0
2021-03-28 17:00:00+05:30,1283.7638376383763,30.67564575645756,13.433210332103322,429.3911439114392,235.75276752767527,38.55387453874539,17,28,3,6,0,0,0
2021-03-28 18:00:00+05:30,1280.4428044280444,30.57066420664206,13.712730627306271,428.5166051660517,235.08856088560884,38.4239852398524,18,28,3,6,0,0,0
2021-03-28 19:00:00+05:30,1277.1217712177122,30.46568265682656,13.992250922509225,427.6420664206642,234.42435424354244,38.29409594095941,19,28,3,6,0,0,0
2021-03-28 20:00:00+05:30,1273.80073800738,30.360701107011064,14.271771217712176,426.7675276752768,233.760147601476,38.164206642066425,20,28,3,6,0,0,0
2021-03-28 21:00:00+05:30,1270.479704797048,30.255719557195565,14.55129151291513,425.89298892988927,233.0959409594096,38.03431734317344,21,28,3,6,0,0,0
2021-03-28 22:00:00+05:30,1267.158671586716,30.15073800738007,14.830811808118082,425.0184501845018,232.4317343173432,37.90442804428044,22,28,3,6,0,0,0
2021-03-28 23:00:00+05:30,1263.837638376384,30.04575645756457,15.110332103321031,424.1439114391144,231.7675276752768,37.77453874538745,23,28,3,6,0,0,0
2021-03-29 00:00:00+05:30,1260.5166051660517,29.940774907749077,15.389852398523985,423.26937269372695,231.10332103321036,37.64464944649447,0,29,3,0,0,0,0
2021-03-29 01:00:00+05:30,1257.1955719557195,29.83579335793357,15.669372693726938,422.3948339483395,230.4391143911439,37.51476014760148,1,29,3,0,0,0,0
2021-03-29 02:00:00+05:30,1253.8745387453876,29.73081180811808,15.94889298892989,421.520295202952,229.7749077490775,37.38487084870849,2,29,3,0,0,0,0
2021-03-29 03:00:00+05:30,1250.5535055350554,29.625830258302575,16.22841328413284,420.6457564575646,229.11070110701107,37.2549815498155,3,29,3,0,0,0,0
2021-03-29 04:00:00+05:30,1247.2324723247232,29.52084870848708,16.50793357933579,419.77121771217713,228.44649446494464,37.12509225092251,4,29,3,0,0,0,0
2021-03-29 05:00:00+05:30,1243.9114391143912,29.41586715867158,16.787453874538745,418.8966789667897,227.78228782287823,36.99520295202952,5,29,3,0,0,0,0
2021-03-29 06:00:00+05:30,1240.590405904059,29.310885608856083,17.066974169741698,418.0221402214022,227.1180811808118,36.86531365313653,6,29,3,0,0,0,0
2021-03-29 07:00:00+05:30,1237.2693726937268,29.205904059040584,17.346494464944648,417.1476014760148,226.4538745387454,36.73542435424354,7,29,3,0,0,0,0
2021-03-29 08:00:00+05:30,1233.9483394833949,29.10092250922509,17.6260147601476,416.2730627306273,225.78966789667896,36.60553505535056,8,29,3,0,0,0,0
2021-03-29 09:00:00+05:30,1230.627306273063,28.995940959409587,17.905535055350555,415.3985239852399,225.12546125461256,36.47564575645757,9,29,3,0,0,0,0
2021-03-29 10:00:00+05:30,1227.3062730627307,28.89095940959409,18.185055350553505,414.5239852398524,224.46125461254613,36.345756457564576,10,29,3,0,0,0,0
2021-03-29 11:00:00+05:30,1223.9852398523983,28.78597785977859,18.464575645756454,413.64944649446494,223.7970479704797,36.21586715867159,11,29,3,0,0,0,0
2021-03-29 12:00:00+05:30,1220.6642066420663,28.680996309963096,18.74409594095941,412.7749077490775,223.1328413284133,36.0859778597786,12,29,3,0,0,0,0
2021-03-29 13:00:00+05:30,1217.3431734317344,28.5760147601476,19.02361623616236,411.90036900369006,222.4686346863469,35.95608856088561,13,29,3,0,0,0,0
2021-03-29 14:00:00+05:30,1214.0221402214022,28.4710332103321,19.30313653136531,411.02583025830256,221.80442804428043,35.82619926199262,14,29,3,0,0,0,0
2021-03-29 15:00:00+05:30,1210.7011070110702,28.3660516605166,19.582656826568268,410.1512915129151,221.140221402214,35.69630996309963,15,29,3,0,0,0,0
2021-03-29 16:00:00+05:30,1207.380073800738,28.2610701107011,19.862177121771214,409.2767527675277,220.4760147601476,35.566420664206646,16,29,3,0,0,0,0
2021-03-29 17:00:00+05:30,1204.059040590406,28.156088560885603,20.141697416974168,408.4022140221402,219.8118081180812,35.436531365313655,17,29,3,0,0,0,0
2021-03-29 18:00:00+05:30,1200.738007380074,28.051107011070105,20.421217712177125,407.5276752767528,219.1476014760148,35.306642066420665,18,29,3,0,0,0,0
2021-03-29 19:00:00+05:30,1197.4169741697417,27.946125461254606,20.700738007380075,406.6531365313653,218.48339483394835,35.176752767527674,19,29,3,0,0,0,0
2021-03-29 20:00:00+05:30,1194.0959409594095,27.841143911439108,20.980258302583024,405.77859778597787,217.81918819188192,35.04686346863469,20,29,3,0,0,0,0
2021-03-29 21:00:00+05:30,1190.7749077490776,27.736162361623613,21.25977859778597,404.9040590405904,217.1549815498155,34.9169741697417,21,29,3,0,0,0,0
2021-03-29 22:00:00+05:30,1187.4538745387454,27.631180811808115,21.53929889298893,404.0295202952029,216.49077490774908,34.78708487084871,22,29,3,0,0,0,0
2021-03-29 23:00:00+05:30,1184.1328413284132,27.526199261992616,21.81881918819188,403.1549815498155,215.82656826568265,34.657195571955725,23,29,3,0,0,0,0
2021-03-30 00:00:00+05:30,1180.8118081180812,27.42121771217712,22.09833948339483,402.2804428044281,215.16236162361625,34.527306273062734,0,30,3,1,0,0,0
2021-03-30 01:00:00+05:30,1177.490774907749,27.31623616236162,22.377859778597788,401.4059040590406,214.49815498154985,34.397416974169744,1,30,3,1,0,0,0
2021-03-30 02:00:00+05:30,1174.169741697417,27.21125461254612,22.657380073800734,400.5313653136532,213.83394833948336,34.26752767527675,2,30,3,1,0,0,0
2021-03-30 03:00:00+05:30,1170.8487084870849,27.106273062730622,22.936900369003688,399.65682656826567,213.16974169741695,34.13763837638376,3,30,3,1,0,0,0
2021-03-30 04:00:00+05:30,1167.5276752767527,27.001291512915124,23.216420664206645,398.78228782287823,212.50553505535052,34.00774907749078,4,30,3,1,0,0,0
2021-03-30 05:00:00+05:30,1164.2066420664207,26.896309963099625,23.495940959409594,397.9077490774908,211.84132841328412,33.87785977859779,5,30,3,1,0,0,0
2021-03-30 06:00:00+05:30,1160.8856088560883,26.791328413284127,23.775461254612544,397.0332103321033,211.1771217712177,33.7479704797048,6,30,3,1,0,0,0
2021-03-30 07:00:00+05:30,1157.5645756457566,26.68634686346863,24.0549815498155,396.1586715867159,210.51291512915128,33.618081180811814,7,30,3,1,0,0,0
2021-03-30 08:00:00+05:30,1154.2435424354244,26.58136531365313,24.33450184501845,395.2841328413284,209.84870848708488,33.48819188191882,8,30,3,1,0,0,0
2021-03-30 09:00:00+05:30,1150.9225092250922,26.47638376383763,24.6140221402214,394.409594095941,209.18450184501845,33.35830258302583,9,30,3,1,0,0,0
2021-03-30 10:00:00+05:30,1147.6014760147602,26.371402214022133,24.89354243542435,393.53505535055353,208.520295202952,33.22841328413284,10,30,3,1,0,0,0
2021-03-30 11:00:00+05:30,1144.280442804428,26.266420664206635,25.173062730627308,392.6605166051661,207.8560885608856,33.09852398523985,11,30,3,1,0,0,0
2021-03-30 12:00:00+05:30,1140.959409594096,26.161439114391136,25.452583025830258,391.7859778597786,207.1918819188192,32.96863468634687,12,30,3,1,0,0,0
2021-03-30 13:00:00+05:30,1137.638376383764,26.05645756457564,25.732103321033208,390.9114391143912,206.5276752767528,32.83874538745388,13,30,3,1,0,0,0
2021-03-30 14:00:00+05:30,1134.3173431734317,25.951476014760143,26.011623616236164,390.03690036900366,205.86346863468637,32.708856088560886,14,30,3,1,0,0,0
2021-03-30 15:00:00+05:30,1130.9963099630995,25.846494464944644,26.291143911439114,389.1623616236162,205.19926199261997,32.5789667896679,15,30,3,1,0,0,0
2021-03-30 16:00:00+05:30,1127.6752767527676,25.741512915129142,26.570664206642064,388.2878228782288,204.5350553505535,32.44907749077491,16,30,3,1,0,0,0
2021-03-30 17:00:00+05:30,1124.3542435424354,25.636531365313648,26.85018450184502,387.4132841328413,203.87084870848707,32.31918819188192,17,30,3,1,0,0,0
2021-03-30 18:00:00+05:30,1121.0332103321034,25.53154981549815,27.12970479704797,386.5387453874539,203.20664206642067,32.18929889298893,18,30,3,1,0,0,0
2021-03-30 19:00:00+05:30,1117.7121771217712,25.42656826568265,27.40922509225092,385.66420664206646,202.54243542435424,32.05940959409594,19,30,3,1,0,0,0
2021-03-30 20:00:00+05:30,1114.391143911439,25.32158671586716,27.68874538745388,384.78966789667896,201.8782287822878,31.92952029520296,20,30,3,1,0,0,0
2021-03-30 21:00:00+05:30,1111.070110701107,25.216605166051657,27.968265682656828,383.9151291512915,201.2140221402214,31.799630996309965,21,30,3,1,0,0,0
2021-03-30 22:00:00+05:30,1107.7490774907749,25.11162361623616,28.247785977859778,383.0405904059041,200.54981549815497,31.66974169741697,22,30,3,1,0,0,0
2021-03-30 23:00:00+05:30,1104.428044280443,25.00664206642066,28.527306273062727,382.1660516605166,199.88560885608857,31.539852398523987,23,30,3,1,0,0,0
2021-03-31 00:00:00+05:30,1101.1070110701107,24.90166051660516,28.806826568265684,381.2915129151292,199.2214022140221,31.409963099631,0,31,3,2,0,0,0
2021-03-31 01:00:00+05:30,1097.7859778597783,24.796678966789663,29.086346863468638,380.4169741697417,198.55719557195573,31.28007380073801,1,31,3,2,0,0,0
2021-03-31 02:00:00+05:30,1094.4649446494466,24.691697416974165,29.365867158671584,379.5424354243543,197.8929889298893,31.15018450184502,2,31,3,2,0,0,0
2021-03-31 03:00:00+05:30,1091.1439114391144,24.586715867158667,29.64538745387454,378.6678966789668,197.22878228782287,31.02029520295203,3,31,3,2,0,0,0
2021-03-31 04:00:00+05:30,1087.8228782287824,24.481734317343168,29.92490774907749,377.7933579335793,196.5645756457565,30.890405904059044,4,31,3,2,0,0,0
2021-03-31 05:00:00+05:30,1084.5018450184502,24.37675276752767,30.20442804428044,376.9188191881919,195.90036900369003,30.760516605166053,5,31,3,2,0,0,0
2021-03-31 06:00:00+05:30,1081.180811808118,24.27177121771217,30.4839483394834,376.0442804428045,195.2361623616236,30.630627306273063,6,31,3,2,0,0,0
2021-03-31 07:00:00+05:30,1077.859778597786,24.166789667896676,30.763468634686348,375.16974169741695,194.5719557195572,30.500738007380075,7,31,3,2,0,0,0
2021-03-31 08:00:00+05:30,1074.538745387454,24.06180811808117,31.042988929889297,374.2952029520295,193.9077490774908,30.370848708487088,8,31,3,2,0,0,0
2021-03-31 09:00:00+05:30,1071.2177121771217,23.95682656826568,31.322509225092247,373.4206642066421,193.24354243542436,30.240959409594097,9,31,3,2,0,0,0
2021-03-31 10:00:00+05:30,1067.8966789667898,23.851845018450177,31.602029520295204,372.5461254612546,192.57933579335796,30.111070110701107,10,31,3,2,0,0,0
2021-03-31 11:00:00+05:30,1064.5756457564576,23.74686346863468,31.881549815498158,371.6715867158672,191.91512915129152,29.98118081180812,11,31,3,2,0,0,0
2021-03-31 12:00:00+05:30,1061.2546125461254,23.641881918819184,32.161070110701104,370.7970479704797,191.2509225092251,29.85129151291513,12,31,3,2,0,0,0
2021-03-31 13:00:00+05:30,1057.9335793357934,23.53690036900369,32.44059040590406,369.92250922509226,190.58671586715863,29.72140221402214,13,31,3,2,0,0,0
2021-03-31 14:00:00+05:30,1054.6125461254612,23.431918819188187,32.72011070110701,369.0479704797048,189.92250922509223,29.59151291512915,14,31,3,2,0,0,0
2021-03-31 15:00:00+05:30,1051.2915129151293,23.32693726937269,32.99963099630996,368.1734317343173,189.25830258302585,29.461623616236164,15,31,3,2,0,0,0
2021-03-31 16:00:00+05:30,1047.970479704797,23.22195571955719,33.27915129151292,367.2988929889299,188.5940959409594,29.331734317343177,16,31,3,2,0,0,0
2021-03-31 17:00:00+05:30,1044.6494464944649,23.11697416974169,33.55867158671587,366.4243542435424,187.929889298893,29.201845018450182,17,31,3,2,0,0,0
2021-03-31 18:00:00+05:30,1041.328413284133,23.0119926199262,33.83819188191882,365.549815498155,187.26568265682656,29.071955719557195,18,31,3,2,0,0,0
2021-03-31 19:00:00+05:30,1038.0073800738007,22.9070110701107,34.117712177121774,364.6752767527676,186.60147601476007,28.942066420664208,19,31,3,2,0,0,0
2021-03-31 20:00:00+05:30,1034.6863468634688,22.8020295202952,34.397232472324724,363.80073800738006,185.9372693726937,28.81217712177122,20,31,3,2,0,0,0
2021-03-31 21:00:00+05:30,1031.3653136531366,22.6970479704797,34.676752767527674,362.9261992619926,185.2730627306273,28.68228782287823,21,31,3,2,0,0,0
2021-03-31 22:00:00+05:30,1028.0442804428044,22.592066420664203,34.956273062730624,362.0516605166052,184.60885608856088,28.55239852398524,22,31,3,2,0,0,0
2021-03-31 23:00:00+05:30,1024.7232472324724,22.487084870848705,35.23579335793358,361.1771217712177,183.94464944649445,28.42250922509225,23,31,3,2,0,0,0
2021-04-01 00:00:00+05:30,1021.4022140221402,22.38210332103321,35.51531365313653,360.30258302583024,183.28044280442805,28.292619926199265,0,1,4,3,0,0,0
2021-04-01 01:00:00+05:30,1018.0811808118082,22.277121771217708,35.79483394833948,359.4280442804428,182.6162361623616,28.162730627306274,1,1,4,3,0,0,0
2021-04-01 02:00:00+05:30,1014.760147601476,22.17214022140221,36.07435424354243,358.55350553505536,181.9520295202952,28.032841328413284,2,1,4,3,0,0,0
2021-04-01 03:00:00+05:30,1011.439114391144,22.06715867158671,36.35387453874539,357.6789667896679,181.2878228782288,27.902952029520296,3,1,4,3,0,0,0
2021-04-01 04:00:00+05:30,1008.1180811808118,21.96217712177121,36.63339483394834,356.8044280442805,180.6236162361624,27.77306273062731,4,1,4,3,0,0,0
2021-04-01 05:00:00+05:30,1004.7970479704798,21.857195571955717,36.91291512915129,355.929889298893,179.95940959409592,27.64317343173432,5,1,4,3,0,0,0
2021-04-01 06:00:00+05:30,1001.4760147601476,21.752214022140212,37.19243542435424,355.05535055350555,179.2952029520295,27.513284132841328,6,1,4,3,0,0,0
2021-04-01 07:00:00+05:30,998.1549815498156,21.64723247232472,37.4719557195572,354.1808118081181,178.6309963099631,27.38339483394834,7,1,4,3,0,0,0
2021-04-01 08:00:00+05:30,994.8339483394834,21.54225092250922,37.751476014760144,353.3062730627306,177.96678966789668,27.253505535055357,8,1,4,3,0,0,0
2021-04-01 09:00:00+05:30,991.5129151291512,21.43726937269372,38.0309963099631,352.4317343173432,177.30258302583024,27.123616236162363,9,1,4,3,0,0,0
2021-04-01 10:00:00+05:30,988.1918819188191,21.33228782287822,38.31051660516605,351.55719557195573,176.63837638376384,26.993726937269376,10,1,4,3,0,0,0
2021-04-01 11:00:00+05:30,984.8708487084872,21.227306273062723,38.590036900369,350.6826568265683,175.9741697416974,26.863837638376385,11,1,4,3,0,0,0
2021-04-01 12:00:00+05:30,981.549815498155,21.122324723247228,38.86955719557195,349.80811808118085,175.30996309963098,26.7339483394834,12,1,4,3,0,0,0
2021-04-01 13:00:00+05:30,978.2287822878228,21.01734317343173,39.14907749077491,348.9335793357933,174.64575645756457,26.604059040590407,13,1,4,3,0,0,0
2021-04-01 14:00:00+05:30,974.9077490774908,20.91236162361623,39.42859778597786,348.0590405904059,173.98154981549817,26.47416974169742,14,1,4,3,0,0,0
2021-04-01 15:00:00+05:30,971.5867158671588,20.807380073800733,39.70811808118081,347.1845018450185,173.3173431734317,26.34428044280443,15,1,4,3,0,0,0
2021-04-01 16:00:00+05:30,968.2656826568266,20.702398523985234,39.98763837638376,346.309963099631,172.6531365313653,26.21439114391144,16,1,4,3,0,0,0
2021-04-01 17:00:00+05:30,964.9446494464944,20.59741697416974,40.26715867158672,345.43542435424354,171.9889298892989,26.08450184501845,17,1,4,3,0,0,0
2021-04-01 18:00:00+05:30,961.6236162361624,20.49243542435424,40.54667896678966,344.5608856088561,171.32472324723247,25.954612546125464,18,1,4,3,0,0,0
2021-04-01 19:00:00+05:30,958.3025830258302,20.387453874538743,40.82619926199262,343.68634686346866,170.66051660516604,25.824723247232477,19,1,4,3,0,0,0
2021-04-01 20:00:00+05:30,954.9815498154982,20.282472324723244,41.10571955719557,342.8118081180812,169.99630996309963,25.69483394833949,20,1,4,3,0,0,0
2021-04-01 21:00:00+05:30,951.660516605166,20.177490774907746,41.38523985239852,341.9372693726937,169.3321033210332,25.564944649446492,21,1,4,3,0,0,0
2021-04-01 22:00:00+05:30,948.339483394834,20.072509225092247,41.66476014760148,341.0627306273063,168.66789667896677,25.435055350553508,22,1,4,3,0,0,0
2021-04-01 23:00:00+05:30,945.018450184502,19.96752767527675,41.94428044280443,340.18819188191884,168.00369003690037,25.30516605166052,23,1,4,3,0,0,0
2021-04-02 00:00:00+05:30,941.6974169741698,19.86254612546125,42.22380073800738,339.31365313653134,167.33948339483396,25.17527675276753,0,2,4,4,0,0,0
2021-04-02 01:00:00+05:30,938.3763837638376,19.757564575645752,42.50332103321033,338.4391143911439,166.67527675276753,25.04538745387454,1,2,4,4,0,0,0
2021-04-02 02:00:00+05:30,935.0553505535056,19.652583025830253,42.78284132841328,337.56457564575646,166.0110701107011,24.915498154981552,2,2,4,4,0,0,0
2021-04-02 03:00:00+05:30,931.7343173431734,19.547601476014755,43.06236162361623,336.690036900369,165.3468634686347,24.78560885608856,3,2,4,4,0,0,0
2021-04-02 04:00:00+05:30,928.4132841328412,19.442619926199256,43.34188191881918,335.8154981549816,164.68265682656826,24.65571955719557,4,2,4,4,0,0,0
2021-04-02 05:00:00+05:30,925.0922509225092,19.33763837638376,43.62140221402214,334.9409594095941,164.01845018450183,24.525830258302584,5,2,4,4,0,0,0
2021-04-02 06:00:00+05:30,921.7712177121772,19.23265682656826,43.90092250922509,334.06642066420665,163.35424354243543,24.3959409594096,6,2,4,4,0,0,0
2021-04-02 07:00:00+05:30,918.4501845018452,19.12767527675276,44.18044280442804,333.1918819188192,162.690036900369,24.26605166051661,7,2,4,4,0,0,0
2021-04-02 08:00:00+05:30,915.1291512915128,19.022693726937263,44.459963099631,332.3173431734317,162.02583025830256,24.13616236162362,8,2,4,4,0,0,0
2021-04-02 09:00:00+05:30,911.8081180811809,18.917712177121764,44.73948339483395,331.44280442804427,161.36162361623616,24.006273062730628,9,2,4,4,0,0,0
2021-04-02 10:00:00+05:30,908.4870848708488,18.812730627306266,45.0190036900369,330.56826568265683,160.69741697416976,23.87638376383764,10,2,4,4,0,0,0
2021-04-02 11:00:00+05:30,905.1660516605166,18.70774907749077,45.29852398523985,329.6937269372694,160.03321033210332,23.74649446494465,11,2,4,4,0,0,0
2021-04-02 12:00:00+05:30,901.8450184501844,18.602767527675272,45.5780442804428,328.81918819188195,159.3690036900369,23.616605166051663,12,2,4,4,0,0,0
2021-04-02 13:00:00+05:30,898.5239852398524,18.49778597785977,45.85756457564575,327.9446494464945,158.7047970479705,23.486715867158672,13,2,4,4,0,0,0
2021-04-02 14:00:00+05:30,895.2029520295202,18.39280442804428,46.1370848708487,327.070110701107,158.04059040590406,23.356826568265685,14,2,4,4,0,0,0
2021-04-02 15:00:00+05:30,891.8819188191883,18.287822878228777,46.41660516605166,326.1955719557196,157.37638376383762,23.22693726937269,15,2,4,4,0,0,0
2021-04-02 16:00:00+05:30,888.5608856088561,18.18284132841328,46.69612546125461,325.3210332103321,156.71217712177122,23.097047970479707,16,2,4,4,0,0,0
2021-04-02 17:00:00+05:30,885.239852398524,18.07785977859778,46.97564575645756,324.44649446494464,156.0479704797048,22.96715867158672,17,2,4,4,0,0,0
2021-04-02 18:00:00+05:30,881.918819188192,17.97287822878228,47.25516605166052,323.5719557195572,155.38376383763836,22.83726937269373,18,2,4,4,0,0,0
2021-04-02 19:00:00+05:30,878.5977859778598,17.867896678966783,47.53468634686347,322.69741697416976,154.71955719557195,22.70738007380074,19,2,4,4,0,0,0
