datetime,T2M,WS2M,RH2M,PRECTOTCORR
2021-01-01 00:00:00,6.96,1.27,42.42,0.0
2021-01-01 01:00:00,6.43,1.27,44.15,0.0
2021-01-01 02:00:00,5.98,1.27,45.54,0.0
2021-01-01 03:00:00,5.17,1.29,48.17,0.0
2021-01-01 04:00:00,4.8,1.27,49.62,0.0
2021-01-01 05:00:00,4.65,1.26,50.35,0.0
2021-01-01 06:00:00,5.05,1.22,49.17,0.0
2021-01-01 07:00:00,7.02,0.84,43.09,0.0
2021-01-01 08:00:00,10.22,0.9,34.98,0.0
2021-01-01 09:00:00,13.32,0.27,28.83,0.0
2021-01-01 10:00:00,18.89,1.02,18.8,0.0
2021-01-01 11:00:00,20.52,1.03,17.7,0.0
2021-01-01 12:00:00,21.25,0.78,17.72,0.0
2021-01-01 13:00:00,21.55,0.59,18.18,0.0
2021-01-01 14:00:00,21.48,0.52,18.87,0.0
2021-01-01 15:00:00,20.69,0.5,21.04,0.0
2021-01-01 16:00:00,18.68,0.56,23.91,0.0
2021-01-01 17:00:00,17.3,0.7,25.13,0.0
2021-01-01 18:00:00,16.35,0.73,26.53,0.0
2021-01-01 19:00:00,16.0,0.75,26.96,0.0
2021-01-01 20:00:00,15.5,0.7,27.58,0.0
2021-01-01 21:00:00,15.17,0.69,27.71,0.0
2021-01-01 22:00:00,14.05,0.74,29.2,0.0
2021-01-01 23:00:00,13.55,0.95,29.64,0.0
2021-01-02 00:00:00,12.77,1.06,30.53,0.0
2021-01-02 01:00:00,12.47,1.04,30.26,0.0
2021-01-02 02:00:00,12.42,0.97,29.36,0.0
2021-01-02 03:00:00,12.26,0.95,28.77,0.01
2021-01-02 04:00:00,12.14,0.95,28.45,0.06
2021-01-02 05:00:00,12.27,0.96,28.33,0.08
2021-01-02 06:00:00,12.34,0.94,28.65,0.03
2021-01-02 07:00:00,13.15,0.7,29.09,0.0
2021-01-02 08:00:00,13.83,0.76,31.38,28.47
2021-01-02 09:00:00,13.09,0.69,40.57,42.6
2021-01-02 10:00:00,13.15,1.33,47.96,39.61
2021-01-02 11:00:00,14.37,2.09,50.36,30.37
2021-01-02 12:00:00,16.81,2.44,50.55,13.48
2021-01-02 13:00:00,17.55,2.6,52.83,3.8
2021-01-02 14:00:00,17.63,2.71,56.43,0.74
2021-01-02 15:00:00,17.04,2.53,60.83,0.65
2021-01-02 16:00:00,14.97,1.23,71.94,0.42
2021-01-02 17:00:00,13.06,1.17,78.64,0.17
2021-01-02 18:00:00,13.02,1.81,79.1,0.61
2021-01-02 19:00:00,12.71,2.29,81.5,1.15
2021-01-02 20:00:00,12.17,2.03,85.67,3.29
2021-01-02 21:00:00,11.53,1.54,90.38,3.93
2021-01-02 22:00:00,11.47,1.44,92.12,4.05
2021-01-02 23:00:00,11.84,1.54,91.9,3.19
2021-01-03 00:00:00,12.21,1.64,91.99,2.5
2021-01-03 01:00:00,12.54,1.78,92.59,3.4
2021-01-03 02:00:00,12.68,1.84,94.51,8.43
2021-01-03 03:00:00,12.71,1.79,96.43,16.05
2021-01-03 04:00:00,12.91,1.79,97.08,17.82
2021-01-03 05:00:00,13.1,1.72,97.27,11.44
2021-01-03 06:00:00,13.27,1.75,97.2,4.29
2021-01-03 07:00:00,13.9,2.44,95.23,3.71
2021-01-03 08:00:00,14.94,3.39,92.32,62.44
2021-01-03 09:00:00,16.71,3.73,87.26,75.15
2021-01-03 10:00:00,18.38,3.88,79.98,64.25
2021-01-03 11:00:00,19.79,4.21,72.62,92.12
2021-01-03 12:00:00,20.67,4.36,68.57,56.52
2021-01-03 13:00:00,21.1,4.35,66.79,20.17
2021-01-03 14:00:00,21.12,3.95,66.81,5.81
2021-01-03 15:00:00,20.17,2.69,73.15,1.87
2021-01-03 16:00:00,18.09,1.81,83.54,0.58
2021-01-03 17:00:00,16.77,2.09,85.68,0.96
2021-01-03 18:00:00,15.94,2.25,87.86,1.23
2021-01-03 19:00:00,14.84,2.0,92.49,0.95
2021-01-03 20:00:00,14.49,2.49,93.64,0.64
2021-01-03 21:00:00,14.36,2.85,94.19,0.38
2021-01-03 22:00:00,14.4,2.62,94.3,0.18
2021-01-03 23:00:00,13.94,2.0,97.13,0.11
2021-01-04 00:00:00,13.51,1.63,99.76,0.09
2021-01-04 01:00:00,12.84,1.27,100.0,0.08
2021-01-04 02:00:00,12.23,1.08,100.0,0.06
2021-01-04 03:00:00,11.8,1.03,100.0,0.02
2021-01-04 04:00:00,11.54,0.99,100.0,0.03
2021-01-04 05:00:00,11.53,0.99,100.0,0.17
2021-01-04 06:00:00,11.53,0.99,100.0,0.26
2021-01-04 07:00:00,13.3,0.9,98.98,0.36
2021-01-04 08:00:00,15.73,1.38,88.97,0.05
2021-01-04 09:00:00,19.23,1.48,73.54,0.02
2021-01-04 10:00:00,22.19,1.84,59.77,0.11
2021-01-04 11:00:00,24.44,2.25,50.23,0.46
2021-01-04 12:00:00,25.8,2.71,44.1,0.84
2021-01-04 13:00:00,26.26,3.11,40.72,0.25
2021-01-04 14:00:00,25.89,3.3,39.57,0.01
2021-01-04 15:00:00,24.78,2.9,41.45,0.0
2021-01-04 16:00:00,21.0,1.22,55.62,0.0
2021-01-04 17:00:00,17.92,1.18,63.11,0.0
2021-01-04 18:00:00,18.07,1.82,64.02,0.0
2021-01-04 19:00:00,17.52,4.94,72.31,0.02
2021-01-04 20:00:00,16.19,2.96,82.98,0.0
2021-01-04 21:00:00,15.35,0.97,86.18,0.0
2021-01-04 22:00:00,15.43,1.07,84.05,0.0
2021-01-04 23:00:00,14.19,0.96,90.67,0.02
2021-01-05 00:00:00,13.84,1.16,93.17,0.03
2021-01-05 01:00:00,13.89,2.21,94.01,0.04
2021-01-05 02:00:00,14.18,4.07,94.2,0.06
2021-01-05 03:00:00,14.13,3.32,95.62,0.12
2021-01-05 04:00:00,14.37,3.02,95.03,0.45
2021-01-05 05:00:00,14.41,3.22,95.89,1.38
2021-01-05 06:00:00,13.84,2.38,99.27,8.35
2021-01-05 07:00:00,14.68,2.4,94.74,43.55
2021-01-05 08:00:00,16.09,2.97,88.66,11.38
2021-01-05 09:00:00,18.09,2.0,78.68,5.19
2021-01-05 10:00:00,20.42,1.73,64.35,0.48
2021-01-05 11:00:00,22.06,2.38,54.6,0.02
2021-01-05 12:00:00,22.85,2.59,49.93,0.03
2021-01-05 13:00:00,23.75,2.35,46.02,0.07
2021-01-05 14:00:00,24.13,2.56,43.63,0.05
2021-01-05 15:00:00,23.14,2.03,47.41,0.03
2021-01-05 16:00:00,20.56,1.12,59.73,0.02
2021-01-05 17:00:00,19.05,1.26,62.13,0.02
2021-01-05 18:00:00,18.29,1.42,63.11,0.01
2021-01-05 19:00:00,17.1,1.44,65.39,0.01
2021-01-05 20:00:00,16.41,1.43,66.56,0.01
2021-01-05 21:00:00,15.75,1.39,68.1,0.02
2021-01-05 22:00:00,15.13,1.3,69.56,0.04
2021-01-05 23:00:00,14.66,1.15,70.75,0.08
2021-01-06 00:00:00,15.17,0.94,69.29,0.09
2021-01-06 01:00:00,15.04,0.64,70.5,0.23
2021-01-06 02:00:00,15.28,0.3,69.85,0.32
2021-01-06 03:00:00,15.02,0.35,72.02,0.34
2021-01-06 04:00:00,14.52,0.59,75.07,1.38
2021-01-06 05:00:00,14.3,0.63,78.23,4.7
2021-01-06 06:00:00,14.24,0.61,80.95,9.23
2021-01-06 07:00:00,14.78,0.68,81.74,26.97
2021-01-06 08:00:00,14.99,1.21,82.66,65.79
2021-01-06 09:00:00,15.62,1.65,81.29,53.35
2021-01-06 10:00:00,16.95,2.04,75.45,21.15
2021-01-06 11:00:00,19.22,2.04,65.61,3.48
2021-01-06 12:00:00,20.7,1.63,59.91,3.4
2021-01-06 13:00:00,21.19,1.24,58.33,3.14
2021-01-06 14:00:00,21.18,1.03,58.46,1.99
2021-01-06 15:00:00,20.64,0.78,61.01,0.65
2021-01-06 16:00:00,19.2,0.43,68.83,0.09
2021-01-06 17:00:00,18.22,0.5,68.48,0.13
2021-01-06 18:00:00,17.45,0.52,72.08,0.02
2021-01-06 19:00:00,16.35,0.62,77.59,0.01
2021-01-06 20:00:00,15.48,0.82,82.05,0.07
2021-01-06 21:00:00,14.4,0.95,87.78,0.09
2021-01-06 22:00:00,13.27,1.0,94.16,0.39
2021-01-06 23:00:00,12.45,1.02,98.69,0.8
2021-01-07 00:00:00,11.94,1.11,100.0,0.96
2021-01-07 01:00:00,11.5,1.22,100.0,1.11
2021-01-07 02:00:00,11.13,1.32,100.0,1.14
2021-01-07 03:00:00,10.83,1.38,100.0,1.11
2021-01-07 04:00:00,10.56,1.39,100.0,1.02
2021-01-07 05:00:00,10.25,1.39,100.0,0.94
2021-01-07 06:00:00,9.95,1.45,100.0,0.9
2021-01-07 07:00:00,11.49,2.52,94.5,0.56
2021-01-07 08:00:00,13.02,2.67,88.36,0.0
2021-01-07 09:00:00,16.06,2.43,75.73,0.0
2021-01-07 10:00:00,19.66,2.4,59.16,0.0
2021-01-07 11:00:00,20.98,1.82,51.49,0.0
2021-01-07 12:00:00,21.67,1.61,47.11,0.0
2021-01-07 13:00:00,21.84,1.65,44.78,0.0
2021-01-07 14:00:00,21.55,1.78,43.9,0.0
2021-01-07 15:00:00,20.63,1.83,45.47,0.0
2021-01-07 16:00:00,17.39,0.96,58.75,0.0
2021-01-07 17:00:00,14.7,1.12,64.99,0.0
2021-01-07 18:00:00,13.74,1.18,68.4,0.0
2021-01-07 19:00:00,12.95,1.21,71.75,0.0
2021-01-07 20:00:00,12.28,1.24,74.99,0.0
2021-01-07 21:00:00,11.7,1.25,78.03,0.0
2021-01-07 22:00:00,11.16,1.25,80.96,0.0
2021-01-07 23:00:00,10.69,1.29,83.75,0.0
2021-01-08 00:00:00,10.3,1.33,86.19,0.0
2021-01-08 01:00:00,9.96,1.38,88.02,0.0
2021-01-08 02:00:00,9.62,1.41,89.5,0.0
2021-01-08 03:00:00,9.25,1.4,90.92,0.0
2021-01-08 04:00:00,8.89,1.28,92.62,0.0
2021-01-08 05:00:00,8.63,1.16,93.88,0.0
2021-01-08 06:00:00,8.61,1.07,94.08,0.0
2021-01-08 07:00:00,11.01,1.27,80.63,0.0
2021-01-08 08:00:00,13.62,1.74,69.09,1.24
2021-01-08 09:00:00,16.6,1.0,59.16,0.0
2021-01-08 10:00:00,20.88,0.16,45.37,0.0
2021-01-08 11:00:00,22.71,0.42,42.08,0.0
2021-01-08 12:00:00,23.71,0.46,40.85,0.0
2021-01-08 13:00:00,24.07,0.94,40.94,0.0
2021-01-08 14:00:00,23.16,1.37,44.34,0.0
2021-01-08 15:00:00,21.5,1.18,52.43,0.0
2021-01-08 16:00:00,19.35,0.92,62.56,0.0
2021-01-08 17:00:00,17.8,0.92,68.74,0.02
2021-01-08 18:00:00,16.65,0.81,74.4,0.23
2021-01-08 19:00:00,15.88,0.69,79.07,1.04
2021-01-08 20:00:00,15.49,0.68,81.1,0.9
2021-01-08 21:00:00,15.08,0.76,82.24,0.61
2021-01-08 22:00:00,14.47,0.87,84.0,2.1
2021-01-08 23:00:00,14.24,1.1,82.92,4.33
2021-01-09 00:00:00,13.95,1.38,80.64,5.97
2021-01-09 01:00:00,13.2,1.44,79.18,4.64
2021-01-09 02:00:00,12.41,1.36,77.46,3.31
2021-01-09 03:00:00,11.67,1.26,75.9,2.44
2021-01-09 04:00:00,11.17,1.2,74.29,1.45
2021-01-09 05:00:00,10.78,1.15,73.46,1.09
2021-01-09 06:00:00,10.63,1.14,72.64,1.76
2021-01-09 07:00:00,11.65,1.86,66.77,1.18
2021-01-09 08:00:00,12.99,2.24,61.06,0.0
2021-01-09 09:00:00,15.67,2.01,53.23,0.0
2021-01-09 10:00:00,19.82,1.88,46.38,0.0
2021-01-09 11:00:00,21.93,1.78,45.62,0.0
2021-01-09 12:00:00,22.79,1.8,45.12,0.0
2021-01-09 13:00:00,23.2,1.89,45.3,0.0
2021-01-09 14:00:00,23.16,2.08,46.22,0.0
2021-01-09 15:00:00,22.37,2.19,49.05,0.0
2021-01-09 16:00:00,19.66,1.23,60.41,0.0
2021-01-09 17:00:00,17.09,1.48,67.94,0.0
2021-01-09 18:00:00,16.47,2.06,69.88,0.0
2021-01-09 19:00:00,15.81,2.62,71.7,0.0
2021-01-09 20:00:00,14.93,2.79,73.02,0.0
2021-01-09 21:00:00,14.05,2.77,72.48,0.0
2021-01-09 22:00:00,13.25,2.73,70.43,0.0
2021-01-09 23:00:00,12.51,2.7,67.71,0.0
2021-01-10 00:00:00,11.84,2.63,65.63,0.0
2021-01-10 01:00:00,11.24,2.55,65.21,0.0
2021-01-10 02:00:00,10.7,2.54,65.98,0.0
2021-01-10 03:00:00,10.22,2.58,67.36,0.0
2021-01-10 04:00:00,9.77,2.56,69.04,0.0
2021-01-10 05:00:00,9.36,2.56,70.74,0.0
2021-01-10 06:00:00,8.99,2.59,72.44,0.0
2021-01-10 07:00:00,9.75,3.2,68.99,0.0
2021-01-10 08:00:00,11.51,3.0,63.72,0.0
2021-01-10 09:00:00,14.7,3.53,53.65,0.0
2021-01-10 10:00:00,17.0,3.93,46.13,0.0
2021-01-10 11:00:00,18.4,3.8,43.54,0.0
2021-01-10 12:00:00,19.26,3.78,43.7,0.0
2021-01-10 13:00:00,19.45,3.81,44.75,0.0
2021-01-10 14:00:00,19.34,3.78,44.89,0.0
2021-01-10 15:00:00,18.92,3.6,44.62,0.0
2021-01-10 16:00:00,16.45,2.12,51.46,0.0
2021-01-10 17:00:00,13.26,1.71,58.79,0.0
2021-01-10 18:00:00,12.23,1.89,58.5,0.0
2021-01-10 19:00:00,11.23,1.95,58.26,0.0
2021-01-10 20:00:00,10.41,2.07,58.42,0.0
2021-01-10 21:00:00,9.76,2.24,58.79,0.0
2021-01-10 22:00:00,9.15,2.39,59.61,0.0
2021-01-10 23:00:00,8.57,2.53,60.99,0.0
2021-01-11 00:00:00,7.95,2.57,62.73,0.0
2021-01-11 01:00:00,7.32,2.51,64.56,0.0
2021-01-11 02:00:00,6.69,2.49,66.75,0.0
2021-01-11 03:00:00,6.09,2.52,69.38,0.0
2021-01-11 04:00:00,5.5,2.49,72.81,0.0
2021-01-11 05:00:00,4.96,2.47,76.91,0.0
2021-01-11 06:00:00,4.5,2.56,81.55,0.0
2021-01-11 07:00:00,5.56,3.36,78.41,0.0
2021-01-11 08:00:00,8.12,3.02,68.46,0.0
2021-01-11 09:00:00,12.47,3.32,52.75,0.0
2021-01-11 10:00:00,16.05,4.17,39.99,0.0
2021-01-11 11:00:00,17.78,4.11,34.08,0.0
2021-01-11 12:00:00,19.07,4.21,29.82,0.0
2021-01-11 13:00:00,19.79,4.35,26.85,0.0
2021-01-11 14:00:00,19.8,4.29,25.53,0.0
2021-01-11 15:00:00,19.03,3.7,26.77,0.0
2021-01-11 16:00:00,15.08,1.8,39.29,0.0
2021-01-11 17:00:00,11.87,1.79,46.06,0.0
2021-01-11 18:00:00,11.11,1.98,47.01,0.0
2021-01-11 19:00:00,10.41,2.09,48.39,0.0
2021-01-11 20:00:00,9.74,2.17,50.1,0.0
2021-01-11 21:00:00,9.07,2.22,52.29,0.0
2021-01-11 22:00:00,8.4,2.21,54.72,0.0
2021-01-11 23:00:00,7.74,2.16,57.22,0.0
2021-01-12 00:00:00,7.14,2.11,59.77,0.0
2021-01-12 01:00:00,6.58,2.06,62.28,0.0
2021-01-12 02:00:00,5.98,1.92,65.24,0.0
2021-01-12 03:00:00,5.44,1.79,67.89,0.0
2021-01-12 04:00:00,5.01,1.73,69.77,0.0
2021-01-12 05:00:00,4.62,1.69,71.55,0.0
2021-01-12 06:00:00,4.3,1.67,73.21,0.0
2021-01-12 07:00:00,6.78,2.8,62.3,0.0
2021-01-12 08:00:00,9.43,2.9,53.66,0.0
2021-01-12 09:00:00,13.39,2.78,42.84,0.0
2021-01-12 10:00:00,17.9,4.28,29.44,0.0
2021-01-12 11:00:00,19.47,4.42,25.89,0.0
2021-01-12 12:00:00,20.41,4.52,23.87,0.0
2021-01-12 13:00:00,20.74,4.5,22.92,0.0
2021-01-12 14:00:00,20.42,4.28,22.9,0.0
2021-01-12 15:00:00,19.35,3.28,25.74,0.0
2021-01-12 16:00:00,15.0,1.54,40.22,0.0
2021-01-12 17:00:00,11.94,1.56,46.28,0.0
2021-01-12 18:00:00,11.05,1.66,47.8,0.0
2021-01-12 19:00:00,10.28,1.74,49.2,0.0
2021-01-12 20:00:00,9.6,1.86,50.45,0.0
2021-01-12 21:00:00,8.96,1.98,51.71,0.0
2021-01-12 22:00:00,8.31,2.09,53.03,0.0
2021-01-12 23:00:00,7.65,2.16,54.55,0.0
2021-01-13 00:00:00,6.91,2.09,56.41,0.0
2021-01-13 01:00:00,6.14,1.95,58.63,0.0
2021-01-13 02:00:00,5.47,1.83,60.5,0.0
2021-01-13 03:00:00,4.91,1.74,61.96,0.0
2021-01-13 04:00:00,4.43,1.69,63.51,0.0
2021-01-13 05:00:00,4.01,1.66,65.25,0.0
2021-01-13 06:00:00,3.68,1.65,66.82,0.0
2021-01-13 07:00:00,6.22,2.63,57.16,0.0
2021-01-13 08:00:00,8.73,2.89,49.73,0.0
2021-01-13 09:00:00,11.94,2.36,42.98,0.0
2021-01-13 10:00:00,16.37,3.45,30.44,0.0
2021-01-13 11:00:00,18.03,3.7,25.84,0.0
2021-01-13 12:00:00,18.92,3.69,23.4,0.0
2021-01-13 13:00:00,19.4,3.65,21.78,0.0
2021-01-13 14:00:00,19.3,3.44,21.42,0.0
2021-01-13 15:00:00,18.05,2.29,26.21,0.0
2021-01-13 16:00:00,13.53,1.2,42.66,0.0
2021-01-13 17:00:00,10.61,1.37,45.54,0.0
2021-01-13 18:00:00,9.54,1.42,46.95,0.0
2021-01-13 19:00:00,8.6,1.43,48.34,0.0
2021-01-13 20:00:00,7.8,1.44,49.87,0.0
2021-01-13 21:00:00,7.11,1.42,51.2,0.0
2021-01-13 22:00:00,6.47,1.39,52.69,0.0
2021-01-13 23:00:00,5.89,1.34,54.16,0.0
2021-01-14 00:00:00,5.41,1.29,55.46,0.0
2021-01-14 01:00:00,5.06,1.26,56.29,0.0
2021-01-14 02:00:00,5.01,1.24,55.93,0.0
2021-01-14 03:00:00,5.15,1.18,55.38,0.0
2021-01-14 04:00:00,5.27,1.07,54.75,0.0
2021-01-14 05:00:00,5.27,0.97,54.6,0.0
2021-01-14 06:00:00,4.95,0.94,55.51,0.0
2021-01-14 07:00:00,6.09,0.76,56.22,0.0
2021-01-14 08:00:00,9.1,1.31,44.42,0.0
2021-01-14 09:00:00,12.24,0.91,37.61,0.0
2021-01-14 10:00:00,17.22,1.34,24.26,0.0
2021-01-14 11:00:00,18.82,1.7,21.4,0.0
2021-01-14 12:00:00,19.66,1.97,20.28,0.0
2021-01-14 13:00:00,20.21,2.23,19.38,0.0
2021-01-14 14:00:00,20.2,2.14,19.65,0.0
2021-01-14 15:00:00,18.82,1.13,29.93,0.0
2021-01-14 16:00:00,16.27,0.86,37.21,0.0
2021-01-14 17:00:00,14.92,0.83,33.5,0.0
2021-01-14 18:00:00,14.18,0.76,34.97,0.0
2021-01-14 19:00:00,13.54,0.69,35.24,0.0
2021-01-14 20:00:00,13.55,0.65,34.2,0.0
2021-01-14 21:00:00,13.45,0.61,33.49,0.0
2021-01-14 22:00:00,12.91,0.63,34.03,0.0
2021-01-14 23:00:00,12.21,0.73,35.62,0.0
2021-01-15 00:00:00,10.48,0.86,40.57,0.0
2021-01-15 01:00:00,9.22,1.11,43.73,0.0
2021-01-15 02:00:00,8.14,1.23,46.6,0.0
2021-01-15 03:00:00,7.41,1.23,48.51,0.0
2021-01-15 04:00:00,6.96,1.2,49.4,0.0
2021-01-15 05:00:00,6.68,1.16,50.07,0.0
2021-01-15 06:00:00,6.75,1.09,51.17,0.0
2021-01-15 07:00:00,8.22,0.79,52.86,0.0
2021-01-15 08:00:00,10.79,1.52,41.07,0.0
2021-01-15 09:00:00,12.92,1.38,36.66,0.0
2021-01-15 10:00:00,16.9,1.41,26.46,0.0
2021-01-15 11:00:00,18.42,1.09,23.49,0.0
2021-01-15 12:00:00,19.29,0.93,22.5,0.0
2021-01-15 13:00:00,19.77,0.99,21.75,0.0
2021-01-15 14:00:00,19.92,1.11,21.34,0.0
2021-01-15 15:00:00,19.06,0.72,27.96,0.0
2021-01-15 16:00:00,17.34,0.54,29.71,0.0
2021-01-15 17:00:00,16.01,0.49,28.69,0.0
2021-01-15 18:00:00,15.16,0.7,29.2,0.0
2021-01-15 19:00:00,13.44,0.89,33.07,0.0
2021-01-15 20:00:00,12.18,1.11,36.14,0.0
2021-01-15 21:00:00,10.92,1.29,39.53,0.0
2021-01-15 22:00:00,9.44,1.39,43.63,0.0
2021-01-15 23:00:00,8.11,1.4,47.43,0.0
2021-01-16 00:00:00,6.99,1.38,50.88,0.0
2021-01-16 01:00:00,6.08,1.37,53.83,0.0
2021-01-16 02:00:00,5.36,1.37,56.05,0.0
2021-01-16 03:00:00,4.75,1.37,57.92,0.0
2021-01-16 04:00:00,4.23,1.37,59.88,0.0
2021-01-16 05:00:00,3.76,1.36,62.32,0.0
2021-01-16 06:00:00,3.38,1.32,65.27,0.0
2021-01-16 07:00:00,6.11,1.56,58.16,0.0
2021-01-16 08:00:00,9.42,2.47,48.04,0.0
2021-01-16 09:00:00,12.81,1.89,41.37,0.0
2021-01-16 10:00:00,17.36,2.42,30.61,0.0
2021-01-16 11:00:00,19.75,2.77,24.12,0.0
2021-01-16 12:00:00,21.24,2.89,20.59,0.0
2021-01-16 13:00:00,22.04,2.96,18.69,0.0
2021-01-16 14:00:00,21.7,2.8,18.77,0.0
2021-01-16 15:00:00,19.57,1.47,29.43,0.0
2021-01-16 16:00:00,14.85,1.19,41.84,0.0
2021-01-16 17:00:00,11.78,1.37,44.53,0.0
2021-01-16 18:00:00,10.49,1.37,46.93,0.0
2021-01-16 19:00:00,9.4,1.35,49.3,0.0
2021-01-16 20:00:00,8.48,1.32,51.48,0.0
2021-01-16 21:00:00,7.81,1.29,52.99,0.0
2021-01-16 22:00:00,7.33,1.27,53.98,0.0
2021-01-16 23:00:00,7.09,1.26,53.93,0.0
2021-01-17 00:00:00,6.96,1.22,53.63,0.0
2021-01-17 01:00:00,6.75,1.18,54.57,0.0
2021-01-17 02:00:00,6.2,1.17,57.01,0.0
2021-01-17 03:00:00,5.53,1.18,60.08,0.0
2021-01-17 04:00:00,5.16,1.16,62.21,0.0
2021-01-17 05:00:00,5.17,1.09,62.57,0.0
2021-01-17 06:00:00,5.08,1.06,63.2,0.0
2021-01-17 07:00:00,6.56,0.92,60.36,0.0
2021-01-17 08:00:00,9.34,1.92,49.99,0.0
2021-01-17 09:00:00,12.02,1.76,44.68,0.0
2021-01-17 10:00:00,16.09,2.76,32.04,0.0
2021-01-17 11:00:00,17.43,2.75,29.4,0.0
2021-01-17 12:00:00,18.21,2.74,28.35,0.0
2021-01-17 13:00:00,18.29,2.73,28.94,0.0
2021-01-17 14:00:00,18.11,2.58,29.41,0.0
2021-01-17 15:00:00,16.96,1.44,37.1,0.0
2021-01-17 16:00:00,13.71,0.99,48.74,0.0
2021-01-17 17:00:00,12.11,1.18,47.65,0.0
2021-01-17 18:00:00,11.69,1.17,48.1,0.0
2021-01-17 19:00:00,11.26,1.18,48.69,0.0
2021-01-17 20:00:00,10.6,1.21,50.28,0.0
2021-01-17 21:00:00,9.94,1.29,51.9,0.0
2021-01-17 22:00:00,9.53,1.42,52.67,0.0
2021-01-17 23:00:00,9.94,1.57,51.09,0.0
2021-01-18 00:00:00,10.54,1.75,48.96,0.0
2021-01-18 01:00:00,10.76,1.87,47.87,0.0
2021-01-18 02:00:00,10.54,1.84,48.44,0.0
2021-01-18 03:00:00,10.4,1.86,48.64,0.0
2021-01-18 04:00:00,10.33,1.85,48.88,0.0
2021-01-18 05:00:00,10.17,1.78,49.56,0.0
2021-01-18 06:00:00,9.99,1.67,50.47,0.0
2021-01-18 07:00:00,10.66,2.28,46.93,0.0
2021-01-18 08:00:00,11.75,2.34,43.34,0.0
2021-01-18 09:00:00,13.32,2.02,40.46,0.0
2021-01-18 10:00:00,15.62,2.17,34.41,0.0
2021-01-18 11:00:00,17.69,2.84,27.46,0.0
2021-01-18 12:00:00,18.48,2.74,25.87,0.0
2021-01-18 13:00:00,18.63,2.49,25.9,0.0
2021-01-18 14:00:00,18.45,2.05,26.93,0.0
2021-01-18 15:00:00,17.68,0.93,36.32,0.0
2021-01-18 16:00:00,16.24,0.67,44.85,0.0
2021-01-18 17:00:00,15.54,0.79,39.12,0.0
2021-01-18 18:00:00,15.21,0.79,38.14,0.0
2021-01-18 19:00:00,14.62,0.85,39.53,0.0
2021-01-18 20:00:00,14.03,0.91,40.28,0.0
2021-01-18 21:00:00,13.53,0.98,41.3,0.0
2021-01-18 22:00:00,12.97,1.03,43.56,0.0
2021-01-18 23:00:00,12.31,1.08,46.12,0.0
2021-01-19 00:00:00,11.44,1.14,48.48,0.0
2021-01-19 01:00:00,10.79,1.16,50.35,0.0
2021-01-19 02:00:00,10.2,1.15,52.22,0.0
2021-01-19 03:00:00,9.5,1.14,54.84,0.0
2021-01-19 04:00:00,8.79,1.14,57.4,0.0
2021-01-19 05:00:00,8.28,1.14,59.46,0.0
2021-01-19 06:00:00,7.9,1.16,61.07,0.0
2021-01-19 07:00:00,10.06,1.82,54.48,0.0
2021-01-19 08:00:00,12.29,2.51,46.58,0.0
2021-01-19 09:00:00,15.24,2.08,40.85,0.0
2021-01-19 10:00:00,19.76,2.53,32.06,0.0
2021-01-19 11:00:00,21.81,2.6,31.98,0.0
2021-01-19 12:00:00,23.46,2.6,32.89,0.0
2021-01-19 13:00:00,24.28,2.56,33.82,0.0
2021-01-19 14:00:00,24.35,2.56,34.69,0.0
2021-01-19 15:00:00,23.45,2.08,38.63,0.0
2021-01-19 16:00:00,19.35,1.27,52.18,0.0
2021-01-19 17:00:00,16.38,1.57,56.78,0.0
2021-01-19 18:00:00,15.49,1.9,58.17,0.0
2021-01-19 19:00:00,14.7,2.19,58.98,0.0
2021-01-19 20:00:00,13.89,2.38,59.5,0.0
2021-01-19 21:00:00,13.08,2.55,60.13,0.0
2021-01-19 22:00:00,12.26,2.71,61.01,0.0
2021-01-19 23:00:00,11.37,2.83,62.33,0.0
2021-01-20 00:00:00,10.43,2.86,63.95,0.0
2021-01-20 01:00:00,9.57,2.82,65.21,0.0
2021-01-20 02:00:00,8.8,2.7,66.43,0.0
2021-01-20 03:00:00,8.17,2.67,67.42,0.0
2021-01-20 04:00:00,7.64,2.72,68.25,0.0
2021-01-20 05:00:00,7.36,2.99,68.22,0.0
2021-01-20 06:00:00,7.34,3.39,67.14,0.0
2021-01-20 07:00:00,8.48,4.05,62.16,0.0
2021-01-20 08:00:00,11.23,4.03,53.15,0.0
2021-01-20 09:00:00,15.48,3.94,41.2,0.0
2021-01-20 10:00:00,19.11,4.27,31.23,0.0
2021-01-20 11:00:00,21.31,4.32,25.8,0.0
2021-01-20 12:00:00,22.93,4.48,22.33,0.0
2021-01-20 13:00:00,23.91,4.68,20.34,0.0
2021-01-20 14:00:00,23.62,4.61,20.63,0.0
2021-01-20 15:00:00,22.09,3.69,24.36,0.0
2021-01-20 16:00:00,17.42,1.76,39.07,0.0
2021-01-20 17:00:00,13.81,1.83,47.98,0.0
2021-01-20 18:00:00,12.82,2.15,51.22,0.0
2021-01-20 19:00:00,11.97,2.45,54.65,0.0
2021-01-20 20:00:00,11.25,2.71,57.58,0.0
2021-01-20 21:00:00,10.65,2.9,59.67,0.0
2021-01-20 22:00:00,10.08,3.04,61.85,0.0
2021-01-20 23:00:00,9.53,3.18,64.01,0.0
2021-01-21 00:00:00,8.95,3.12,66.53,0.0
