datetime,T2M,WS2M,RH2M,PRECTOTCORR
2023-07-24 10:00:00,33.33,3.55,61.0,1.09
2023-07-24 11:00:00,34.03,3.62,59.32,1.1
2023-07-24 12:00:00,34.61,3.56,57.95,1.39
2023-07-24 13:00:00,35.05,3.4,56.77,1.05
2023-07-24 14:00:00,35.19,3.15,56.69,1.36
2023-07-24 15:00:00,34.95,2.87,57.59,1.08
2023-07-24 16:00:00,34.18,2.57,61.42,0.86
2023-07-24 17:00:00,32.79,2.16,68.94,0.56
2023-07-24 18:00:00,30.97,1.5,79.73,1.03
2023-07-24 19:00:00,29.97,1.49,84.03,2.18
2023-07-24 20:00:00,29.42,1.6,86.41,2.19
2023-07-24 21:00:00,28.91,1.64,88.63,2.5
2023-07-24 22:00:00,28.43,1.69,90.43,2.2
2023-07-24 23:00:00,28.01,1.68,91.88,2.2
2023-07-25 00:00:00,27.63,1.57,93.24,1.63
2023-07-25 01:00:00,27.35,1.38,94.41,1.33
2023-07-25 02:00:00,27.2,1.16,95.25,1.34
2023-07-25 03:00:00,27.07,1.08,95.86,1.1
2023-07-25 04:00:00,26.92,1.21,96.42,1.33
2023-07-25 05:00:00,27.16,1.83,95.29,1.57
2023-07-25 06:00:00,28.15,2.23,91.43,2.01
2023-07-25 07:00:00,29.97,2.13,82.53,2.02
2023-07-25 08:00:00,31.57,2.05,74.63,35.89
2023-07-25 09:00:00,32.58,1.93,70.75,30.26
2023-07-25 10:00:00,33.12,1.92,69.04,32.11
2023-07-25 11:00:00,33.32,1.87,68.42,36.4
2023-07-25 12:00:00,33.38,1.87,68.18,30.09
2023-07-25 13:00:00,33.28,1.79,68.5,16.06
2023-07-25 14:00:00,33.08,1.52,70.18,11.05
2023-07-25 15:00:00,32.82,1.47,70.46,11.65
2023-07-25 16:00:00,32.15,1.4,72.65,14.48
2023-07-25 17:00:00,31.39,1.23,74.96,9.99
2023-07-25 18:00:00,30.48,0.63,84.79,6.21
2023-07-25 19:00:00,30.36,0.55,82.8,6.07
2023-07-25 20:00:00,30.4,0.49,80.02,11.59
2023-07-25 21:00:00,29.86,0.52,83.68,16.29
2023-07-25 22:00:00,29.24,0.55,87.65,21.22
2023-07-25 23:00:00,28.82,0.54,89.37,17.19
2023-07-26 00:00:00,28.48,0.51,89.44,17.66
2023-07-26 01:00:00,28.2,0.47,90.06,15.42
2023-07-26 02:00:00,27.69,0.52,92.4,19.31
2023-07-26 03:00:00,27.21,0.66,93.56,15.84
2023-07-26 04:00:00,26.86,0.85,94.14,13.1
2023-07-26 05:00:00,27.13,1.39,92.8,7.69
2023-07-26 06:00:00,28.05,2.32,88.68,8.29
2023-07-26 07:00:00,29.78,2.52,79.91,20.83
2023-07-26 08:00:00,31.23,2.66,72.23,29.3
2023-07-26 09:00:00,31.98,2.62,69.5,39.85
2023-07-26 10:00:00,32.61,2.57,67.86,45.32
2023-07-26 11:00:00,33.09,2.42,66.76,52.01
2023-07-26 12:00:00,33.33,1.91,66.32,52.57
2023-07-26 13:00:00,33.23,1.19,66.55,41.38
2023-07-26 14:00:00,33.02,0.81,67.18,32.36
2023-07-26 15:00:00,32.82,0.58,67.91,31.56
2023-07-26 16:00:00,32.35,0.45,70.72,25.06
2023-07-26 17:00:00,31.88,0.48,71.95,19.71
2023-07-26 18:00:00,31.08,0.36,75.36,17.08
2023-07-26 19:00:00,30.48,0.17,77.36,26.27
2023-07-26 20:00:00,30.01,0.29,78.61,38.95
2023-07-26 21:00:00,29.34,0.45,85.66,36.98
2023-07-26 22:00:00,28.68,0.51,89.51,36.55
2023-07-26 23:00:00,28.17,0.53,91.89,38.06
2023-07-27 00:00:00,27.64,0.61,93.72,34.13
2023-07-27 01:00:00,27.19,0.74,94.92,32.67
2023-07-27 02:00:00,26.85,0.78,95.8,28.37
2023-07-27 03:00:00,26.55,0.72,96.73,27.37
2023-07-27 04:00:00,26.31,0.66,97.45,29.63
2023-07-27 05:00:00,26.61,1.14,96.31,27.12
2023-07-27 06:00:00,27.55,1.69,92.43,23.12
2023-07-27 07:00:00,28.96,1.73,84.54,33.58
2023-07-27 08:00:00,30.13,1.61,78.54,15.92
2023-07-27 09:00:00,31.17,1.39,74.27,12.24
2023-07-27 10:00:00,31.8,1.14,71.92,10.68
2023-07-27 11:00:00,32.23,0.97,70.24,9.46
2023-07-27 12:00:00,32.0,0.81,70.76,5.99
2023-07-27 13:00:00,31.51,0.64,73.46,6.05
2023-07-27 14:00:00,31.24,0.65,75.3,4.94
2023-07-27 15:00:00,30.86,1.01,77.74,6.0
2023-07-27 16:00:00,30.31,1.0,82.67,8.07
2023-07-27 17:00:00,29.8,0.93,84.73,7.68
2023-07-27 18:00:00,29.0,0.6,91.13,8.06
2023-07-27 19:00:00,28.51,0.55,93.95,9.04
2023-07-27 20:00:00,28.24,0.6,94.6,12.56
2023-07-27 21:00:00,27.98,0.67,95.1,15.05
2023-07-27 22:00:00,27.78,0.69,95.49,12.97
2023-07-27 23:00:00,27.62,0.63,95.89,15.85
2023-07-28 00:00:00,27.56,0.51,95.32,25.8
2023-07-28 01:00:00,27.69,0.4,92.72,38.4
2023-07-28 02:00:00,27.62,0.34,91.93,38.5
2023-07-28 03:00:00,27.41,0.43,92.32,32.43
2023-07-28 04:00:00,27.07,0.49,93.9,22.99
2023-07-28 05:00:00,27.1,0.58,95.29,19.95
2023-07-28 06:00:00,28.12,0.91,89.02,18.71
2023-07-28 07:00:00,29.75,0.88,77.6,17.9
2023-07-28 08:00:00,30.94,1.01,70.57,2.57
2023-07-28 09:00:00,31.28,1.18,68.9,2.86
2023-07-28 10:00:00,31.26,1.34,68.17,4.24
2023-07-28 11:00:00,31.23,1.28,68.63,7.22
2023-07-28 12:00:00,30.93,1.29,70.05,12.53
2023-07-28 13:00:00,30.54,1.32,71.71,21.97
2023-07-28 14:00:00,29.93,1.28,74.28,32.26
2023-07-28 15:00:00,29.29,1.26,77.3,33.26
2023-07-28 16:00:00,28.78,1.32,80.07,26.02
2023-07-28 17:00:00,28.22,1.06,83.5,22.66
2023-07-28 18:00:00,27.47,0.76,88.91,22.06
2023-07-28 19:00:00,26.96,0.53,92.87,15.44
2023-07-28 20:00:00,26.77,0.46,93.68,8.62
2023-07-28 21:00:00,26.53,0.47,94.09,5.01
2023-07-28 22:00:00,26.34,0.5,94.44,3.16
2023-07-28 23:00:00,26.21,0.54,94.82,2.3
2023-07-29 00:00:00,26.04,0.53,95.28,1.68
2023-07-29 01:00:00,25.83,0.58,95.02,1.23
2023-07-29 02:00:00,25.81,0.44,95.61,1.23
2023-07-29 03:00:00,25.93,0.24,96.16,1.91
2023-07-29 04:00:00,26.1,0.24,94.9,1.86
2023-07-29 05:00:00,26.2,0.27,95.5,3.43
2023-07-29 06:00:00,26.66,0.58,94.0,7.63
2023-07-29 07:00:00,27.78,0.8,90.2,14.3
2023-07-29 08:00:00,29.16,0.81,82.22,12.51
2023-07-29 09:00:00,30.56,0.41,75.98,15.32
2023-07-29 10:00:00,31.78,1.1,71.46,12.73
2023-07-29 11:00:00,32.52,1.63,69.12,8.02
2023-07-29 12:00:00,33.13,1.89,66.66,4.59
2023-07-29 13:00:00,33.29,2.02,65.37,2.58
2023-07-29 14:00:00,32.91,1.95,67.05,1.81
2023-07-29 15:00:00,32.32,1.78,70.21,1.78
2023-07-29 16:00:00,31.57,1.55,74.71,1.61
2023-07-29 17:00:00,30.55,1.2,81.0,1.58
2023-07-29 18:00:00,29.25,0.9,88.73,1.41
2023-07-29 19:00:00,28.47,0.75,93.54,1.12
2023-07-29 20:00:00,28.07,0.72,95.2,0.83
2023-07-29 21:00:00,27.81,0.63,96.11,0.98
2023-07-29 22:00:00,27.57,0.49,96.81,1.34
2023-07-29 23:00:00,27.44,0.35,96.49,1.44
2023-07-30 00:00:00,27.46,0.06,94.88,1.57
2023-07-30 01:00:00,27.14,0.34,97.48,1.63
2023-07-30 02:00:00,26.82,0.53,97.41,1.35
2023-07-30 03:00:00,26.63,0.69,97.45,1.1
2023-07-30 04:00:00,26.45,0.73,97.66,1.03
2023-07-30 05:00:00,26.71,0.94,96.9,0.83
2023-07-30 06:00:00,27.44,1.66,93.71,0.67
2023-07-30 07:00:00,28.43,1.91,89.6,0.36
2023-07-30 08:00:00,29.35,1.81,85.25,0.12
2023-07-30 09:00:00,30.39,1.49,80.04,0.06
2023-07-30 10:00:00,31.15,1.19,75.95,0.09
2023-07-30 11:00:00,31.94,1.04,72.83,0.08
2023-07-30 12:00:00,32.47,1.23,70.29,0.08
2023-07-30 13:00:00,32.79,1.57,68.85,0.08
2023-07-30 14:00:00,32.96,1.84,67.84,0.06
2023-07-30 15:00:00,32.74,1.94,69.22,0.06
2023-07-30 16:00:00,32.09,1.7,73.98,0.07
2023-07-30 17:00:00,31.16,1.65,77.93,0.05
2023-07-30 18:00:00,29.89,1.0,87.54,0.1
2023-07-30 19:00:00,29.33,0.88,89.6,0.16
2023-07-30 20:00:00,29.04,0.83,90.18,0.41
2023-07-30 21:00:00,28.74,0.77,90.83,1.37
2023-07-30 22:00:00,28.42,0.73,91.46,1.82
2023-07-30 23:00:00,28.07,0.7,92.13,1.78
2023-07-31 00:00:00,27.63,0.7,93.05,1.47
2023-07-31 01:00:00,27.22,0.73,93.79,1.12
2023-07-31 02:00:00,26.89,0.74,94.4,0.86
2023-07-31 03:00:00,26.65,0.72,94.73,0.75
2023-07-31 04:00:00,26.45,0.69,94.98,0.62
2023-07-31 05:00:00,26.84,0.83,94.11,0.73
2023-07-31 06:00:00,28.01,1.54,88.61,1.08
2023-07-31 07:00:00,29.93,1.66,81.03,1.45
2023-07-31 08:00:00,32.1,2.05,70.09,0.03
2023-07-31 09:00:00,32.94,2.28,66.74,0.03
2023-07-31 10:00:00,33.38,2.35,65.52,0.02
2023-07-31 11:00:00,33.49,2.41,65.14,0.02
2023-07-31 12:00:00,33.72,2.59,64.56,0.02
2023-07-31 13:00:00,33.72,2.81,64.4,0.02
2023-07-31 14:00:00,33.66,2.88,64.25,0.01
2023-07-31 15:00:00,33.44,2.8,64.94,0.01
2023-07-31 16:00:00,32.63,2.37,69.19,0.01
2023-07-31 17:00:00,31.56,2.04,73.94,0.01
2023-07-31 18:00:00,29.89,1.15,84.76,0.01
2023-07-31 19:00:00,29.16,1.04,86.87,0.01
2023-07-31 20:00:00,28.76,1.04,87.55,0.0
2023-07-31 21:00:00,28.37,1.06,88.21,0.0
2023-07-31 22:00:00,28.01,1.11,88.65,0.0
2023-07-31 23:00:00,27.63,1.17,89.12,0.0
2023-08-01 00:00:00,27.25,1.25,89.57,0.0
2023-08-01 01:00:00,26.9,1.27,90.19,0.0
2023-08-01 02:00:00,26.57,1.24,91.27,0.0
2023-08-01 03:00:00,26.37,1.24,92.12,0.0
2023-08-01 04:00:00,26.2,1.3,92.81,0.0
2023-08-01 05:00:00,26.47,1.68,91.91,0.0
2023-08-01 06:00:00,27.64,2.69,87.0,0.0
2023-08-01 07:00:00,29.44,2.82,81.07,0.01
2023-08-01 08:00:00,31.7,3.04,71.04,0.14
2023-08-01 09:00:00,33.17,3.18,65.14,0.1
2023-08-01 10:00:00,33.96,3.25,63.0,0.07
2023-08-01 11:00:00,34.36,3.24,62.03,0.05
2023-08-01 12:00:00,34.64,3.2,61.51,0.03
2023-08-01 13:00:00,34.78,3.12,61.16,0.05
2023-08-01 14:00:00,34.75,2.96,61.87,0.08
2023-08-01 15:00:00,34.49,2.86,62.8,0.12
2023-08-01 16:00:00,33.62,2.38,68.24,0.17
2023-08-01 17:00:00,32.47,2.08,73.79,0.22
2023-08-01 18:00:00,30.64,1.19,84.88,0.28
2023-08-01 19:00:00,29.82,1.15,87.19,0.25
2023-08-01 20:00:00,29.36,1.24,88.12,0.27
2023-08-01 21:00:00,28.96,1.3,88.99,0.28
2023-08-01 22:00:00,28.62,1.3,90.0,0.27
2023-08-01 23:00:00,28.3,1.22,91.24,0.23
2023-08-02 00:00:00,28.06,1.15,92.26,0.16
2023-08-02 01:00:00,27.98,1.08,92.81,0.1
2023-08-02 02:00:00,27.83,1.18,93.18,0.05
2023-08-02 03:00:00,27.62,1.37,93.44,0.09
2023-08-02 04:00:00,27.43,1.71,93.64,0.06
2023-08-02 05:00:00,27.45,2.28,93.13,0.09
2023-08-02 06:00:00,28.04,3.01,90.55,0.08
2023-08-02 07:00:00,29.22,3.25,85.6,0.15
2023-08-02 08:00:00,30.81,3.52,78.22,1.03
2023-08-02 09:00:00,32.18,3.54,72.29,0.88
2023-08-02 10:00:00,32.72,3.06,69.29,0.69
2023-08-02 11:00:00,33.05,2.42,67.7,0.79
2023-08-02 12:00:00,33.36,1.8,66.23,0.39
2023-08-02 13:00:00,33.51,1.24,65.47,0.43
2023-08-02 14:00:00,33.5,1.12,65.51,0.43
2023-08-02 15:00:00,33.32,1.25,66.87,0.52
2023-08-02 16:00:00,32.89,1.34,70.23,0.64
2023-08-02 17:00:00,32.0,1.5,73.17,0.85
2023-08-02 18:00:00,30.43,0.94,84.87,1.15
2023-08-02 19:00:00,29.7,0.9,87.51,1.38
2023-08-02 20:00:00,29.34,0.85,88.53,1.82
2023-08-02 21:00:00,29.12,0.75,89.51,2.04
2023-08-02 22:00:00,28.92,0.68,90.34,2.34
2023-08-02 23:00:00,28.61,0.68,91.41,3.47
2023-08-03 00:00:00,28.25,0.69,92.67,3.74
2023-08-03 01:00:00,27.94,0.68,93.82,3.94
2023-08-03 02:00:00,27.68,0.73,94.61,3.8
2023-08-03 03:00:00,27.44,0.91,94.98,3.87
2023-08-03 04:00:00,27.24,1.12,95.0,4.31
2023-08-03 05:00:00,27.34,1.49,94.13,3.96
2023-08-03 06:00:00,28.02,2.27,91.05,2.87
2023-08-03 07:00:00,28.89,2.41,87.58,1.89
2023-08-03 08:00:00,30.04,2.53,80.85,3.86
2023-08-03 09:00:00,31.05,2.46,75.76,3.44
2023-08-03 10:00:00,31.79,2.32,73.04,3.45
2023-08-03 11:00:00,32.15,2.24,71.84,4.47
2023-08-03 12:00:00,32.49,2.13,70.74,7.13
2023-08-03 13:00:00,32.76,1.99,69.93,7.95
2023-08-03 14:00:00,32.73,1.88,70.07,5.87
2023-08-03 15:00:00,32.56,1.72,71.22,4.2
2023-08-03 16:00:00,32.29,1.33,73.82,3.85
2023-08-03 17:00:00,31.77,1.17,74.53,3.09
2023-08-03 18:00:00,30.88,0.65,81.62,2.46
2023-08-03 19:00:00,30.57,0.57,81.92,2.31
2023-08-03 20:00:00,29.98,0.64,85.43,2.68
2023-08-03 21:00:00,29.39,0.71,88.09,3.08
2023-08-03 22:00:00,28.97,0.84,89.0,3.96
2023-08-03 23:00:00,28.65,0.94,89.91,10.42
2023-08-04 00:00:00,28.31,1.04,91.05,22.34
2023-08-04 01:00:00,27.93,1.15,92.33,42.23
2023-08-04 02:00:00,27.51,1.32,93.72,58.23
2023-08-04 03:00:00,27.14,1.39,94.9,72.1
2023-08-04 04:00:00,26.89,1.2,95.76,90.18
2023-08-04 05:00:00,26.83,1.07,95.92,134.02
2023-08-04 06:00:00,27.14,1.34,94.15,201.38
2023-08-04 07:00:00,27.88,1.27,91.49,259.96
2023-08-04 08:00:00,29.14,1.36,85.97,63.51
2023-08-04 09:00:00,30.46,1.53,80.5,43.9
2023-08-04 10:00:00,31.27,1.77,77.17,27.78
2023-08-04 11:00:00,31.81,1.94,75.1,17.57
2023-08-04 12:00:00,32.13,2.01,74.43,11.74
2023-08-04 13:00:00,32.09,2.0,75.35,7.03
2023-08-04 14:00:00,31.9,1.95,76.88,3.36
2023-08-04 15:00:00,31.64,1.85,78.79,1.71
2023-08-04 16:00:00,31.21,1.57,81.93,1.07
2023-08-04 17:00:00,30.69,1.07,84.85,0.72
2023-08-04 18:00:00,29.82,0.6,90.43,0.58
2023-08-04 19:00:00,29.42,0.49,90.97,0.67
2023-08-04 20:00:00,29.24,0.5,90.84,0.65
2023-08-04 21:00:00,29.12,0.52,90.65,0.79
2023-08-04 22:00:00,28.95,0.53,91.0,1.1
2023-08-04 23:00:00,28.75,0.55,91.49,1.51
2023-08-05 00:00:00,28.58,0.55,92.0,1.93
2023-08-05 01:00:00,28.46,0.54,92.01,1.98
2023-08-05 02:00:00,28.26,0.52,92.43,1.6
2023-08-05 03:00:00,27.87,0.51,94.44,1.36
2023-08-05 04:00:00,27.51,0.58,96.16,1.17
2023-08-05 05:00:00,27.59,1.0,96.04,0.91
2023-08-05 06:00:00,28.17,2.26,93.39,0.75
2023-08-05 07:00:00,28.91,2.95,90.97,1.2
2023-08-05 08:00:00,29.69,3.49,86.72,71.05
2023-08-05 09:00:00,30.23,3.68,82.97,98.46
2023-08-05 10:00:00,30.46,3.66,81.47,81.66
2023-08-05 11:00:00,30.6,3.7,80.56,54.44
2023-08-05 12:00:00,30.79,3.69,79.31,29.95
2023-08-05 13:00:00,30.96,3.67,77.86,13.23
2023-08-05 14:00:00,31.11,3.54,76.33,4.81
2023-08-05 15:00:00,31.08,3.12,76.21,3.81
2023-08-05 16:00:00,30.76,2.44,78.36,4.28
2023-08-05 17:00:00,30.05,1.7,82.57,7.26
2023-08-05 18:00:00,28.96,0.89,90.2,11.88
2023-08-05 19:00:00,28.58,0.77,90.88,16.37
2023-08-05 20:00:00,28.27,0.86,91.32,18.92
2023-08-05 21:00:00,27.86,1.07,91.58,19.93
2023-08-05 22:00:00,27.49,1.24,92.12,21.75
2023-08-05 23:00:00,27.13,1.26,93.36,23.21
2023-08-06 00:00:00,26.82,1.15,94.83,20.91
2023-08-06 01:00:00,26.58,1.2,95.89,24.61
2023-08-06 02:00:00,26.34,1.52,96.54,20.48
2023-08-06 03:00:00,26.16,2.06,96.53,12.26
2023-08-06 04:00:00,25.96,2.46,96.23,7.62
2023-08-06 05:00:00,25.9,2.75,95.54,3.13
2023-08-06 06:00:00,26.69,3.46,91.98,2.98
2023-08-06 07:00:00,27.98,3.68,87.76,3.27
2023-08-06 08:00:00,29.65,3.65,80.98,15.26
2023-08-06 09:00:00,31.35,3.87,74.14,6.39
2023-08-06 10:00:00,32.67,3.97,68.14,2.26
2023-08-06 11:00:00,33.39,3.88,64.89,2.14
2023-08-06 12:00:00,33.83,3.69,63.44,6.42
2023-08-06 13:00:00,34.0,3.46,63.54,10.5
2023-08-06 14:00:00,34.08,3.27,63.6,15.17
2023-08-06 15:00:00,33.43,2.81,66.95,19.55
2023-08-06 16:00:00,32.62,2.52,70.79,14.3
2023-08-06 17:00:00,31.27,1.94,77.6,8.15
2023-08-06 18:00:00,29.69,1.25,86.15,4.65
2023-08-06 19:00:00,29.03,1.35,87.22,4.31
2023-08-06 20:00:00,28.58,1.62,88.05,8.23
2023-08-06 21:00:00,28.14,2.13,88.95,7.73
2023-08-06 22:00:00,27.67,2.81,90.05,7.35
2023-08-06 23:00:00,27.2,3.34,91.43,7.79
2023-08-07 00:00:00,26.85,3.59,92.06,9.67
2023-08-07 01:00:00,26.58,3.63,92.3,6.64
2023-08-07 02:00:00,26.36,3.52,92.75,4.59
2023-08-07 03:00:00,26.2,3.57,93.19,3.43
2023-08-07 04:00:00,26.09,3.8,93.48,3.47
2023-08-07 05:00:00,26.06,4.09,93.59,3.45
2023-08-07 06:00:00,26.66,4.53,91.93,1.56
2023-08-07 07:00:00,27.77,4.93,87.69,1.96
2023-08-07 08:00:00,29.15,5.4,81.16,0.05
2023-08-07 09:00:00,30.5,5.33,75.64,0.09
2023-08-07 10:00:00,31.6,4.92,71.8,0.13
2023-08-07 11:00:00,32.38,4.41,69.39,0.14
2023-08-07 12:00:00,32.9,3.97,67.92,0.28
2023-08-07 13:00:00,33.17,3.63,67.19,0.28
2023-08-07 14:00:00,33.11,3.35,67.61,0.17
2023-08-07 15:00:00,32.53,2.92,70.35,0.23
2023-08-07 16:00:00,31.8,2.35,74.25,0.26
2023-08-07 17:00:00,30.8,1.87,78.71,0.4
2023-08-07 18:00:00,29.29,1.03,88.15,0.4
2023-08-07 19:00:00,28.6,1.06,89.1,0.5
2023-08-07 20:00:00,28.12,1.28,89.04,0.38
2023-08-07 21:00:00,27.69,1.58,89.11,0.31
2023-08-07 22:00:00,27.23,1.93,89.72,0.31
2023-08-07 23:00:00,26.77,2.31,90.94,0.21
2023-08-08 00:00:00,26.38,2.67,92.31,0.17
2023-08-08 01:00:00,26.07,3.04,93.34,0.1
2023-08-08 02:00:00,25.79,3.45,94.01,0.06
2023-08-08 03:00:00,25.54,3.88,94.21,0.05
2023-08-08 04:00:00,25.3,3.97,94.63,0.04
2023-08-08 05:00:00,25.31,3.78,94.35,0.04
2023-08-08 06:00:00,26.21,3.74,91.76,0.03
2023-08-08 07:00:00,27.92,4.51,85.48,0.04
2023-08-08 08:00:00,29.51,5.05,79.67,0.05
2023-08-08 09:00:00,30.85,5.1,74.92,0.06
2023-08-08 10:00:00,31.98,4.76,71.27,0.11
2023-08-08 11:00:00,32.76,4.3,69.17,0.14
2023-08-08 12:00:00,33.21,3.89,68.05,0.2
2023-08-08 13:00:00,33.39,3.58,67.49,0.23
2023-08-08 14:00:00,33.28,3.38,68.04,0.21
2023-08-08 15:00:00,32.77,3.08,70.56,0.17
2023-08-08 16:00:00,32.12,2.59,74.03,0.14
2023-08-08 17:00:00,31.09,1.85,79.3,0.15
2023-08-08 18:00:00,29.61,0.95,88.7,0.11
2023-08-08 19:00:00,28.96,0.96,90.12,0.09
2023-08-08 20:00:00,28.58,1.46,89.5,0.12
2023-08-08 21:00:00,28.35,2.35,88.38,0.21
2023-08-08 22:00:00,27.93,2.8,89.65,0.27
2023-08-08 23:00:00,27.43,2.99,91.16,0.32
2023-08-09 00:00:00,26.97,3.35,90.92,0.38
2023-08-09 01:00:00,26.54,3.33,90.62,0.47
2023-08-09 02:00:00,26.18,3.04,91.07,0.31
2023-08-09 03:00:00,25.83,2.7,92.72,0.16
2023-08-09 04:00:00,25.59,2.53,93.9,0.07
2023-08-09 05:00:00,25.57,2.55,94.25,0.03
2023-08-09 06:00:00,26.44,3.2,90.16,0.01
2023-08-09 07:00:00,27.88,3.66,84.36,0.04
2023-08-09 08:00:00,29.4,3.83,79.13,1.02
2023-08-09 09:00:00,30.88,3.99,74.34,1.51
2023-08-09 10:00:00,32.04,3.81,70.75,2.28
2023-08-09 11:00:00,32.81,3.41,68.91,2.75
2023-08-09 12:00:00,33.14,2.97,68.05,2.45
2023-08-09 13:00:00,33.17,2.6,68.2,2.29
2023-08-09 14:00:00,33.1,2.27,68.41,3.54
2023-08-09 15:00:00,32.8,1.83,70.3,4.69
2023-08-09 16:00:00,32.42,1.32,73.41,4.84
2023-08-09 17:00:00,31.62,1.25,74.5,4.88
2023-08-09 18:00:00,30.57,0.61,85.0,4.73
2023-08-09 19:00:00,29.87,0.71,86.74,4.66
2023-08-09 20:00:00,29.11,1.0,88.34,3.13
2023-08-09 21:00:00,28.43,1.41,88.81,1.46
2023-08-09 22:00:00,27.85,1.79,89.74,0.85
2023-08-09 23:00:00,27.29,2.18,91.04,1.48
2023-08-10 00:00:00,26.78,2.33,92.7,2.16
2023-08-10 01:00:00,26.39,2.2,94.2,2.23
2023-08-10 02:00:00,26.26,2.12,93.69,1.99
2023-08-10 03:00:00,26.09,2.15,93.81,3.2
2023-08-10 04:00:00,25.87,2.42,94.25,8.74
2023-08-10 05:00:00,25.78,2.72,94.67,6.2
2023-08-10 06:00:00,26.38,3.26,93.18,4.25
2023-08-10 07:00:00,27.7,3.3,88.0,3.19
2023-08-10 08:00:00,29.32,3.43,79.74,0.95
2023-08-10 09:00:00,30.7,3.29,73.62,1.03
2023-08-10 10:00:00,31.65,2.92,70.2,1.06
2023-08-10 11:00:00,32.32,2.58,68.03,1.05
2023-08-10 12:00:00,32.72,2.25,66.64,0.86
2023-08-10 13:00:00,32.88,1.93,65.89,0.65
2023-08-10 14:00:00,32.66,1.72,66.8,0.52
2023-08-10 15:00:00,32.46,1.54,67.96,0.72
2023-08-10 16:00:00,32.02,1.25,71.15,1.1
2023-08-10 17:00:00,31.18,1.24,72.64,0.84
2023-08-10 18:00:00,30.2,0.6,82.7,1.04
2023-08-10 19:00:00,30.32,0.46,77.02,0.76
2023-08-10 20:00:00,30.25,0.13,75.44,0.97
2023-08-10 21:00:00,29.3,0.34,82.51,1.45
2023-08-10 22:00:00,28.54,0.44,87.32,2.17
2023-08-10 23:00:00,28.04,0.45,90.37,2.67
2023-08-11 00:00:00,27.66,0.49,91.82,2.82
2023-08-11 01:00:00,27.28,0.6,92.45,3.16
2023-08-11 02:00:00,26.93,0.97,92.68,2.83
2023-08-11 03:00:00,26.57,1.52,92.95,2.32
2023-08-11 04:00:00,26.25,1.96,93.3,2.15
2023-08-11 05:00:00,26.1,2.12,93.8,1.77
2023-08-11 06:00:00,26.66,2.55,91.63,1.15
2023-08-11 07:00:00,27.95,2.77,85.52,1.21
2023-08-11 08:00:00,29.56,3.03,77.23,0.0
2023-08-11 09:00:00,30.99,3.0,71.5,0.0
2023-08-11 10:00:00,32.09,2.92,67.89,0.0
2023-08-11 11:00:00,32.82,2.72,65.78,0.0
2023-08-11 12:00:00,33.24,2.58,64.47,0.0
2023-08-11 13:00:00,33.39,2.57,63.41,0.0
2023-08-11 14:00:00,33.32,2.53,63.32,0.0
2023-08-11 15:00:00,32.93,2.27,64.99,0.0
2023-08-11 16:00:00,32.35,1.79,68.4,0.0
2023-08-11 17:00:00,31.31,1.57,71.55,0.0
2023-08-11 18:00:00,29.73,0.79,84.49,0.0
2023-08-11 19:00:00,29.13,0.72,85.35,0.0
2023-08-11 20:00:00,28.95,0.66,83.73,0.0
2023-08-11 21:00:00,29.04,0.43,79.46,0.0
2023-08-11 22:00:00,28.64,0.14,81.5,0.0
2023-08-11 23:00:00,27.74,0.41,87.03,0.0
2023-08-12 00:00:00,26.91,0.76,91.75,0.0
2023-08-12 01:00:00,26.41,1.05,92.28,0.0
2023-08-12 02:00:00,26.06,1.42,92.24,0.0
2023-08-12 03:00:00,25.83,1.99,91.55,0.0
2023-08-12 04:00:00,25.57,2.37,91.2,0.0
2023-08-12 05:00:00,25.48,2.58,90.63,0.0
2023-08-12 06:00:00,26.37,3.16,86.86,0.0
2023-08-12 07:00:00,28.02,3.68,80.42,0.0
2023-08-12 08:00:00,29.89,4.2,72.72,0.0
2023-08-12 09:00:00,31.44,4.07,67.51,0.0
2023-08-12 10:00:00,32.61,3.8,63.71,0.0
2023-08-12 11:00:00,33.35,3.71,61.34,0.0
2023-08-12 12:00:00,33.65,3.74,60.17,0.01
2023-08-12 13:00:00,33.7,3.67,60.07,0.04
2023-08-12 14:00:00,33.59,3.4,59.88,0.02
2023-08-12 15:00:00,33.23,3.01,61.19,0.01
2023-08-12 16:00:00,32.53,2.47,65.14,0.01
2023-08-12 17:00:00,31.11,1.92,72.33,0.0
2023-08-12 18:00:00,29.12,1.11,82.82,0.0
2023-08-12 19:00:00,28.35,1.14,83.9,0.0
2023-08-12 20:00:00,27.8,1.41,84.28,0.0
2023-08-12 21:00:00,27.45,1.99,84.03,0.0
2023-08-12 22:00:00,27.08,2.5,84.9,0.0
2023-08-12 23:00:00,26.73,2.93,86.23,0.02
2023-08-13 00:00:00,26.41,3.51,87.28,0.05
2023-08-13 01:00:00,26.1,3.94,87.73,0.07
2023-08-13 02:00:00,25.82,3.76,87.9,0.03
2023-08-13 03:00:00,25.38,2.86,89.95,0.02
2023-08-13 04:00:00,25.1,2.76,91.02,0.02
2023-08-13 05:00:00,25.11,2.75,91.25,0.01
2023-08-13 06:00:00,26.19,3.04,88.03,0.0
2023-08-13 07:00:00,27.89,3.64,82.3,0.0
2023-08-13 08:00:00,29.52,3.84,76.93,0.0
2023-08-13 09:00:00,30.85,3.59,72.41,0.02
2023-08-13 10:00:00,31.98,3.22,68.47,0.04
